POSITION;PLAYER;TEAM;VALUE;SCORE;HOME;AWAY;FS#PE#A#FT#FD#FF#G#I#PP
ZAG;Marlon;fluminense;14.65;-6.80;fluminense;goiás;12#13#1#0#2#2#0#3#0
MEI;Giuliano;grêmio;14.49;0.00;grêmio;avaí;19#88#7#0#6#10#4#3#0
LAT;Wellington Silva;fluminense;14.38;0.00;fluminense;goiás;29#97#0#0#0#8#1#1#0
LAT;Egídio;palmeiras;14.21;-0.10;são paulo;palmeiras;25#111#4#0#6#7#1#1#0
MEI;Alex;internacional;14.02;14.70;santos;internacional;43#63#2#1#9#9#1#4#0
TEC;Dorival Júnior;santos;14.01;1.88;santos;internacional;
ATA;Vitinho;internacional;13.94;-1.70;santos;internacional;25#76#2#0#6#20#5#2#0
ATA;Biro Biro;pontepreta;13.88;0.00;atlético-pr;ponte preta;53#81#3#1#19#17#4#4#0
GOL;Diego Cavalieri;fluminense;13.82;-6.00;fluminense;goiás;2#8#0#0#0#0#0#0#0
MEI;Marcos Guilherme;atlético-pr;13.63;1.10;atlético-pr;ponte preta;21#34#2#0#15#9#3#2#0
MEI;Rithely;sport;13.52;2.20;sport;chapecoense;25#107#2#0#5#11#1#1#0
LAT;Fagner;corinthians;13.51;8.50;figueirense;corinthians;20#72#1#0#1#4#0#1#0
ZAG;Leonardo Silva;atlético-mg;13.51;-0.60;joinville;atlético-mg;23#57#1#1#6#9#2#4#0
GOL;Fernando Prass;palmeiras;13.42;-1.00;são paulo;palmeiras;5#20#0#0#0#0#0#0#0
ATA;Luis Fabiano;sãopaulo;13.41;0.00;são paulo;palmeiras;16#19#1#3#5#9#3#11#0
GOL;Fábio;cruzeiro;13.32;7.10;cruzeiro;coritiba;4#10#0#0#0#0#0#0#0
ZAG;Luan;vasco;13.32;1.10;flamengo;vasco;18#50#0#0#2#2#0#1#0
ZAG;Gum;fluminense;13.21;1.70;fluminense;goiás;13#59#1#1#4#2#0#0#0
TEC;Juan Carlos Osorio;sãopaulo;13.17;1.14;são paulo;palmeiras;-#-#-#-#-#-#-#-#-
TEC;Artur Neto;goiás;13.13;0.00;fluminense;goiás;-#-#-#-#-#-#-#-#-
ZAG;Matheus Ferraz;sport;13.09;0.50;sport;chapecoense;12#50#0#1#2#3#3#0#0
GOL;Danilo;chapecoense;13.08;2.00;sport;chapecoense;4#18#0#0#0#0#0#0#0
LAT;Gilson;pontepreta;13.03;0.00;atlético-pr;ponte preta;31#77#2#0#3#5#0#5#0
LAT;Apodi;chapecoense;12.90;0.00;sport;chapecoense;42#86#0#0#11#9#2#5#0
ATA;Borges;pontepreta;12.69;6.70;atlético-pr;ponte preta;8#17#0#0#8#13#5#8#1
TEC;Marcelo Oliveira;palmeiras;12.68;5.05;são paulo;palmeiras;
TEC;Guto Ferreira;chapecoense;12.62;0.00;sport;chapecoense;-#-#-#-#-#-#-#-#-
MEI;Renato Augusto;corinthians;12.41;4.80;figueirense;corinthians;24#101#4#2#14#15#1#4#0
MEI;Elias;corinthians;12.34;3.80;figueirense;corinthians;18#64#4#0#2#3#3#0#0
GOL;Vanderlei;santos;12.09;8.00;santos;internacional;1#6#0#0#0#0#0#0#0
ATA;Vagner Love;corinthians;11.93;7.70;figueirense;corinthians;35#34#1#0#9#8#8#11#0
TEC;Milton Mendes;atlético-pr;11.92;0.46;atlético-pr;ponte preta;-#-#-#-#-#-#-#-#-
TEC;Mano Menezes;cruzeiro;11.91;4.29;cruzeiro;coritiba;-#-#-#-#-#-#-#-#-
LAT;Madson;vasco;11.82;2.60;flamengo;vasco;36#75#1#0#1#1#0#3#0
TEC;Roger Machado;grêmio;11.78;1.85;grêmio;avaí;-#-#-#-#-#-#-#-#-
ZAG;Durval;sport;11.73;0.40;sport;chapecoense;10#76#0#0#3#2#0#5#0
MEI;Otávio;atlético-pr;11.63;2.40;atlético-pr;ponte preta;25#55#1#0#8#11#0#0#0
ATA;Nenê;vasco;11.59;11.90;flamengo;vasco;31#55#0#0#2#13#3#1#0
MEI;Henrique;cruzeiro;11.52;0.00;cruzeiro;coritiba;31#55#0#1#5#11#1#1#0
GOL;Wilson;coritiba;11.45;8.00;cruzeiro;coritiba;4#4#0#0#0#0#0#0#0
LAT;Lucas;palmeiras;11.43;4.50;são paulo;palmeiras;23#62#3#0#3#3#2#4#0
MEI;Robinho;palmeiras;11.43;6.50;são paulo;palmeiras;31#71#6#0#10#6#1#2#0
TEC;Eduardo Baptista;fluminense;11.40;-0.32;fluminense;goiás;-#-#-#-#-#-#-#-#-
MEI;Elicarlos;chapecoense;11.31;0.00;sport;chapecoense;35#54#0#0#0#3#1#0#0
ZAG;Felipe Macedo;goiás;11.28;7.50;fluminense;goiás;15#45#0#0#1#2#0#0#0
LAT;Carlinhos;sãopaulo;11.25;4.50;são paulo;palmeiras;
GOL;Alex Muralha;figueirense;11.17;-2.00;figueirense;corinthians;2#8#0#0#0#0#0#0#0
LAT;Ferrugem;sport;11.09;1.30;sport;chapecoense;10#39#0#0#3#2#1#4#0
MEI;Ralf;corinthians;10.86;0.20;figueirense;corinthians;13#26#0#0#1#0#1#0#0
MEI;Lucas Lima;santos;10.84;0.80;santos;internacional;58#120#6#0#4#3#3#0#0
ZAG;Kadu;atlético-pr;10.83;-4.00;atlético-pr;ponte preta;9#48#1#1#0#6#1#2#0
TEC;Falcão;sport;10.68;0.00;sport;chapecoense;-#-#-#-#-#-#-#-#-
TEC;Oswaldo De Oliveira;flamengo;10.67;1.24;flamengo;vasco;-#-#-#-#-#-#-#-#-
LAT;Rafael Galhardo;grêmio;10.55;0.00;grêmio;avaí;31#95#1#2#8#11#2#4#0
ATA;Diego Oliveira;pontepreta;10.49;0.80;atlético-pr;ponte preta;29#37#0#1#8#15#2#2#0
TEC;Pc Gusmão;joinville;10.46;1.01;joinville;atlético-mg;-#-#-#-#-#-#-#-#-
MEI;Deivid;atlético-pr;10.45;-0.50;atlético-pr;ponte preta;10#17#0#0#0#3#0#0#0
ATA;Lucas Barrios;palmeiras;10.37;8.50;são paulo;palmeiras;3#10#0#1#4#2#4#5#0
GOL;Danilo Fernandes;sport;10.33;-1.00;sport;chapecoense;4#19#0#0#0#0#0#0#0
MEI;Renato;santos;10.33;2.00;santos;internacional;11#32#0#0#0#2#0#0#0
ZAG;Réver;internacional;10.32;0.70;santos;internacional;11#23#0#0#1#0#2#2#0
LAT;Dener Assunção;chapecoense;10.30;-1.30;sport;chapecoense;31#112#1#1#2#7#0#2#0
MEI;Cícero;fluminense;10.30;-1.80;fluminense;goiás;18#30#1#1#6#4#2#3#0
MEI;Gil;chapecoense;10.29;2.10;sport;chapecoense;29#49#0#0#1#9#1#2#0
MEI;Canteros;flamengo;10.17;3.20;flamengo;vasco;15#99#4#0#7#12#2#5#0
ZAG;Thiago Heleno;figueirense;10.10;-3.00;figueirense;corinthians;
ATA;Gabriel;santos;10.07;1.80;santos;internacional;31#52#1#4#13#15#6#17#0
LAT;Eduardo;atlético-pr;9.92;4.20;atlético-pr;ponte preta;23#113#1#0#2#8#0#1#0
ATA;André;sport;9.68;5.60;sport;chapecoense;32#56#4#2#5#10#8#17#0
ATA;Paulinho;flamengo;9.63;10.90;flamengo;vasco;11#41#0#0#8#9#3#2#0
TEC;Doriva;pontepreta;9.58;1.92;atlético-pr;ponte preta;-#-#-#-#-#-#-#-#-
TEC;Ney Franco;coritiba;9.54;5.92;cruzeiro;coritiba;-#-#-#-#-#-#-#-#-
TEC;Jorginho;vasco;9.54;5.16;flamengo;vasco;-#-#-#-#-#-#-#-#-
MEI;Wesley;sãopaulo;9.53;0.50;são paulo;palmeiras;19#45#1#0#5#7#1#2#0
ZAG;Manoel;cruzeiro;9.49;4.70;cruzeiro;coritiba;19#60#0#0#2#10#1#0#0
ATA;Zé Eduardo;goiás;9.43;4.50;fluminense;goiás;17#19#0#1#5#10#1#4#0
MEI;Rodrigo;goiás;9.39;-1.50;fluminense;goiás;15#53#1#0#5#6#1#0#0
ZAG;Guti;joinville;9.39;0.70;joinville;atlético-mg;11#35#0#0#1#3#1#0#0
ZAG;Felipe;corinthians;9.34;4.20;figueirense;corinthians;8#30#1#0#3#6#1#0#0
ZAG;Ernando;internacional;9.24;-0.50;santos;internacional;6#20#0#1#2#3#2#1#0
MEI;Leandro Donizete;atlético-mg;9.16;0.80;joinville;atlético-mg;25#57#1#0#2#3#0#0#0
ZAG;Fred;goiás;9.10;15.20;fluminense;goiás;7#30#0#1#5#8#3#1#0
MEI;Valdivia;internacional;9.06;-0.30;santos;internacional;31#45#0#0#12#10#4#6#0
ZAG;Samir;flamengo;9.03;4.60;flamengo;vasco;19#12#0#0#0#9#0#0#0
MEI;Renan Oliveira;avaí;8.99;2.70;grêmio;avaí;9#37#1#0#3#10#1#4#0
MEI;Bruno Silva;chapecoense;8.95;2.70;sport;chapecoense;
MEI;Paulo Roberto;figueirense;8.80;-0.80;figueirense;corinthians;24#57#0#0#2#10#1#0#0
MEI;Douglas;grêmio;8.77;5.20;grêmio;avaí;18#125#3#0#6#19#4#0#2
ZAG;Rafael Lima;chapecoense;8.76;-6.50;sport;chapecoense;12#57#1#0#2#1#0#5#0
LAT;Carlinhos;coritiba;8.71;8.40;cruzeiro;coritiba;23#31#0#0#0#3#0#0#0
TEC;Argel Fucks;internacional;8.60;2.17;santos;internacional;-#-#-#-#-#-#-#-#-
MEI;Marcelinho Paraíba;joinville;8.49;1.30;joinville;atlético-mg;11#73#2#1#6#14#4#6#0
MEI;Walace;grêmio;8.39;-3.80;grêmio;avaí;20#90#1#0#5#6#0#0#0
LAT;Marquinhos Pedroso;figueirense;8.24;1.60;figueirense;corinthians;34#51#1#0#3#1#1#0#0
ATA;Malcom;corinthians;8.18;-1.40;figueirense;corinthians;42#60#2#2#12#8#3#4#0
MEI;Charles;cruzeiro;8.09;2.10;cruzeiro;coritiba;14#49#0#1#4#8#2#0#0
ATA;Alisson;cruzeiro;8.04;2.30;cruzeiro;coritiba;14#21#3#0#6#8#2#5#0
MEI;Giovanni Augusto;atlético-mg;7.95;0.00;joinville;atlético-mg;34#79#5#1#8#8#3#1#0
MEI;David;goiás;7.92;1.70;fluminense;goiás;6#48#2#0#1#3#0#0#0
MEI;Julio Dos Santos;vasco;7.79;0.00;flamengo;vasco;18#59#0#0#3#3#0#0#0
MEI;Marlone;sport;7.78;7.20;sport;chapecoense;25#58#4#0#11#16#2#3#0
MEI;Nilton;internacional;7.68;0.00;santos;internacional;15#49#1#0#2#9#2#1#0
MEI;Rodrigo Dourado;internacional;7.60;5.90;santos;internacional;16#37#2#0#1#6#0#2#0
ATA;Osvaldo;fluminense;7.60;1.60;fluminense;goiás;11#22#0#0#0#3#0#0#0
ZAG;Renato Chaves;pontepreta;7.58;0.00;atlético-pr;ponte preta;11#40#1#0#4#7#1#1#0
MEI;Adriano;avaí;7.58;13.50;grêmio;avaí;
ATA;Maikon Leite;sport;7.45;0.50;sport;chapecoense;15#41#2#1#10#14#3#3#0
LAT;William;internacional;7.44;1.80;santos;internacional;20#59#1#0#1#1#0#0#0
MEI;Marquinhos Gabriel;santos;7.44;-2.40;santos;internacional;24#42#2#0#2#8#1#5#0
ATA;Clayton;figueirense;7.43;0.20;figueirense;corinthians;25#57#4#0#7#13#3#17#0
LAT;Mário Sérgio;joinville;7.42;2.80;joinville;atlético-mg;19#61#0#0#2#7#1#0#0
MEI;Márcio Araújo;flamengo;7.32;3.10;flamengo;vasco;33#46#0#0#0#6#0#0#0
LAT;Leandro Silva;figueirense;7.26;5.10;figueirense;corinthians;14#75#1#0#0#5#0#0#0
LAT;Douglas Santos;atlético-mg;7.24;2.90;joinville;atlético-mg;9#59#2#0#2#9#0#1#0
ZAG;Bruno Aguiar;joinville;7.19;0.00;joinville;atlético-mg;10#19#0#0#1#4#2#1#0
ATA;Bruno Rangel;chapecoense;7.12;-0.50;sport;chapecoense;7#9#0#1#4#12#8#6#0
LAT;Fabrício;cruzeiro;7.09;2.70;cruzeiro;coritiba;17#54#0#0#4#2#0#2#0
ZAG;Vilches;atlético-pr;7.08;0.10;atlético-pr;ponte preta;8#20#0#0#1#2#1#0#0
LAT;Renê;sport;7.07;-2.10;sport;chapecoense;25#120#3#0#3#3#1#0#0
ATA;Marcão;figueirense;7.04;2.90;figueirense;corinthians;20#21#0#0#8#7#2#11#0
MEI;Rafael Carioca;atlético-mg;6.96;1.40;joinville;atlético-mg;34#56#1#0#2#6#0#0#0
GOL;Alisson;internacional;6.93;0.70;santos;internacional;0#8#0#0#0#0#0#0#0
ZAG;Paulo André;cruzeiro;6.93;4.10;cruzeiro;coritiba;5#30#0#0#3#1#0#1#0
TEC;Gilson Kleina;avaí;6.92;4.39;grêmio;avaí;-#-#-#-#-#-#-#-#-
ATA;Edigar Junio;joinville;6.70;-1.40;joinville;atlético-mg;23#22#2#3#6#7#2#1#0
LAT;Sidcley;atlético-pr;6.57;2.50;atlético-pr;ponte preta;
LAT;Zeca;santos;6.45;5.70;santos;internacional;12#44#3#0#1#1#0#0#0
MEI;Josimar;pontepreta;6.37;0.00;atlético-pr;ponte preta;17#59#1#0#2#6#0#0#0
ATA;Leandrão;vasco;6.35;1.10;flamengo;vasco;2#12#0#0#6#2#1#1#0
LAT;Nino Paraíba;avaí;6.34;0.00;grêmio;avaí;26#107#3#0#3#7#0#5#0
ZAG;Ferron;pontepreta;6.34;1.70;atlético-pr;ponte preta;6#8#0#0#2#2#1#0#0
LAT;Diogo Barbosa;goiás;6.32;0.00;fluminense;goiás;24#71#0#0#2#8#0#2#0
GOL;Agenor;joinville;6.15;3.00;joinville;atlético-mg;5#15#0#0#0#0#0#0#0
MEI;Luís Cáceres;coritiba;6.04;0.00;cruzeiro;coritiba;2#11#0#0#1#1#0#0#0
LAT;Edson Ratinho;joinville;6.01;0.50;joinville;atlético-mg;12#16#0#0#1#1#0#1#0
MEI;Cristian;pontepreta;6.00;1.40;atlético-pr;ponte preta;1#7#1#0#0#1#0#1#0
MEI;Alan Patrick;flamengo;5.99;-5.10;flamengo;vasco;20#61#3#0#7#7#5#1#1
MEI;Thiago Santos;palmeiras;5.96;-1.40;são paulo;palmeiras;5#13#0#0#2#1#0#0#0
MEI;Fabinho;figueirense;5.88;0.60;figueirense;corinthians;19#58#0#0#4#6#1#5#0
ATA;William Popp;joinville;5.83;3.60;joinville;atlético-mg;23#43#2#0#6#10#0#2#0
ATA;Gabriel Jesus;palmeiras;5.82;8.80;são paulo;palmeiras;19#34#2#1#5#6#3#6#0
ZAG;Juninho;coritiba;5.81;7.20;cruzeiro;coritiba;4#20#0#0#2#2#0#0#0
ZAG;Walisson Maia;coritiba;5.79;11.50;cruzeiro;coritiba;8#14#0#0#1#2#0#0#0
MEI;Gustavo Scarpa;fluminense;5.78;9.70;fluminense;goiás;22#66#1#0#7#4#3#2#0
TEC;Hudson Coutinho;figueirense;5.72;0.62;figueirense;corinthians;-#-#-#-#-#-#-#-#-
LAT;Pará;flamengo;5.68;1.80;flamengo;vasco;
MEI;Rodrigo Caio;sãopaulo;5.67;1.10;são paulo;palmeiras;12#34#2#1#2#1#0#2#0
MEI;Ariel Cabral;cruzeiro;5.48;-0.80;cruzeiro;coritiba;7#9#0#0#1#4#0#0#0
ZAG;Jackson;palmeiras;5.45;3.20;são paulo;palmeiras;8#24#0#0#0#5#2#0#0
LAT;Juan;coritiba;5.42;5.30;cruzeiro;coritiba;4#12#1#0#0#0#0#0#0
ATA;Tiago Luis;chapecoense;5.42;-0.10;sport;chapecoense;6#57#0#0#10#13#1#8#0
MEI;João Vitor;figueirense;5.41;-1.00;figueirense;corinthians;23#22#0#0#1#5#1#0#0
LAT;Gimenez;goiás;5.33;9.50;fluminense;goiás;13#29#0#0#0#1#0#1#0
ZAG;Paulão;internacional;5.06;-0.90;santos;internacional;4#33#1#1#1#1#1#0#0
MEI;Wellington;internacional;5.02;0.70;santos;internacional;2#19#0#0#2#3#0#0#0
MEI;Thiago Galhardo;coritiba;4.67;0.00;cruzeiro;coritiba;32#59#2#0#8#8#1#7#0
LAT;Julio Cesar;vasco;4.64;2.50;flamengo;vasco;11#28#0#0#1#1#1#2#0
ZAG;César Martins;flamengo;4.61;0.00;flamengo;vasco;2#29#1#0#1#2#0#0#0
ZAG;Erazo;grêmio;4.60;-0.90;grêmio;avaí;5#28#1#0#1#2#1#0#0
ATA;Rafael Silva;vasco;4.58;0.60;flamengo;vasco;20#25#0#1#10#8#2#6#0
MEI;Eduardo Neto;avaí;4.51;5.40;grêmio;avaí;14#51#1#1#7#5#0#0#0
ATA;Fernandinho;grêmio;4.50;2.80;grêmio;avaí;20#25#0#0#1#2#1#0#0
ZAG;Breno;sãopaulo;4.21;8.90;são paulo;palmeiras;4#5#0#0#1#0#1#0#0
ZAG;Leandro Silva;coritiba;4.03;2.10;cruzeiro;coritiba;14#46#1#0#1#3#0#1#0
MEI;Amaral;palmeiras;4.01;1.70;são paulo;palmeiras;3#9#0#0#1#2#0#0#0
LAT;Romário;avaí;3.94;3.10;grêmio;avaí;
MEI;João Paulo;coritiba;3.74;2.80;cruzeiro;coritiba;18#60#0#0#4#2#0#0#0
MEI;Neto Moura;sport;3.74;3.90;sport;chapecoense;5#26#0#0#2#4#1#1#0
ATA;Ewandro;atlético-pr;3.69;3.60;atlético-pr;ponte preta;7#18#0#1#4#5#2#2#0
ZAG;Bressan;grêmio;3.68;-2.90;grêmio;avaí;4#16#0#0#0#1#0#0#0
ZAG;Thiego;chapecoense;3.57;0.50;sport;chapecoense;1#4#0#0#0#3#0#0#0
GOL;Paulo Victor;flamengo;3.48;-2.00;flamengo;vasco;3#12#0#0#0#0#0#0#0
LAT;Rogério;joinville;3.41;-2.30;joinville;atlético-mg;5#25#1#0#0#0#0#1#0
ZAG;Emerson;avaí;3.39;-2.40;grêmio;avaí;10#51#0#0#4#6#2#1#0
GOL;Vagner;avaí;3.38;-2.30;grêmio;avaí;2#12#0#0#0#0#0#0#0
MEI;Thiago Maia;santos;3.38;3.60;santos;internacional;11#38#0#0#0#6#1#0#0
ATA;Vinícius Araújo;cruzeiro;3.33;0.00;cruzeiro;coritiba;11#12#1#0#5#6#2#10#0
MEI;Lucas Crispim;joinville;3.10;-0.90;joinville;atlético-mg;22#35#1#1#3#2#0#3#0
ZAG;Lucão;sãopaulo;3.05;0.30;são paulo;palmeiras;4#42#1#0#1#1#0#0#0
MEI;Rudnei;avaí;2.98;1.30;grêmio;avaí;7#8#0#0#1#0#0#0#0
MEI;Giovanni;atlético-pr;2.97;0.00;atlético-pr;ponte preta;5#16#0#0#3#5#0#0#0
LAT;Ceará;cruzeiro;2.81;0.00;cruzeiro;coritiba;2#28#1#0#0#0#0#0#0
MEI;Yago;figueirense;2.72;-1.90;figueirense;corinthians;19#31#3#0#2#3#0#0#0
ZAG;Saimon;figueirense;2.70;0.00;figueirense;corinthians;1#19#0#0#1#2#0#1#0
ZAG;Antonio Carlos;avaí;2.58;1.50;grêmio;avaí;18#42#1#0#3#4#0#0#0
ZAG;Paulo Ricardo;santos;2.51;-0.30;santos;internacional;
LAT;Marcelo Hermes;grêmio;2.48;0.00;grêmio;avaí;4#13#0#0#1#0#0#0#0
ATA;Nilson;santos;2.47;0.00;santos;internacional;2#10#0#0#1#1#1#0#0
LAT;Matheus;sãopaulo;2.47;-0.50;são paulo;palmeiras;12#10#1#0#0#0#0#0#0
ZAG;Gustavo Henrique;santos;2.46;2.30;santos;internacional;9#20#0#0#3#3#0#0#0
MEI;Kadu;joinville;2.34;-1.10;joinville;atlético-mg;6#35#0#0#1#3#0#0#0
MEI;Bruno Gallo;vasco;2.25;2.40;flamengo;vasco;4#9#0#0#1#2#0#0#0
LAT;Léo Pelé;fluminense;2.00;1.80;fluminense;goiás;
