POSITION;PLAYER;TEAM;VALUE;SCORE;HOME;AWAY;FS#PE#A#FT#FD#FF#G#I#PP
GOL;Fernando Prass;palmeiras;13.68;-4.00;palmeiras;flamengo;5#15#0#0#0#0#0#0#0
ZAG;Leonardo Silva;atlético-mg;13.58;-0.90;chapecoense;atlético-mg;16#42#1#0#3#5#1#3#0
MEI;Willians;cruzeiro;13.45;1.90;cruzeiro;internacional;26#31#0#0#0#2#0#0#0
MEI;Rithely;sport;13.39;-2.00;sport;ponte preta;16#63#2#0#4#8#1#1#0
TEC;Juan Carlos Osorio;sãopaulo;13.31;6.09;são paulo;goiás;-#-#-#-#-#-#-#-#-
MEI;Ronaldinho Gaúcho;fluminense;13.22;-0.20;fluminense;figueirense;2#19#0#0#3#3#0#1#0
TEC;Enderson Moreira;fluminense;13.09;2.25;fluminense;figueirense;-#-#-#-#-#-#-#-#-
TEC;Dorival Júnior;santos;13.06;4.97;atlético-pr;santos;-#-#-#-#-#-#-#-#-
ZAG;Matheus Ferraz;sport;12.95;-2.30;sport;ponte preta;7#37#0#0#1#3#3#0#0
ATA;Eduardo Sasha;internacional;12.86;3.60;cruzeiro;internacional;8#17#0#0#3#3#1#0#0
MEI;Henrique;cruzeiro;12.86;3.30;cruzeiro;internacional;21#33#0#1#5#7#1#1#0
MEI;Michel Bastos;sãopaulo;12.82;0.00;são paulo;goiás;7#69#0#0#3#18#3#7#0
ZAG;Kadu;atlético-pr;12.71;6.60;atlético-pr;santos;4#34#0#1#0#1#1#2#0
MEI;Elias;corinthians;12.71;6.10;avaí;corinthians;9#43#3#0#1#1#2#0#0
GOL;Fábio;cruzeiro;12.56;-0.90;cruzeiro;internacional;4#6#0#0#0#0#0#0#0
MEI;Cleiton Xavier;palmeiras;12.54;1.70;palmeiras;flamengo;8#25#1#0#1#1#0#0#0
ATA;Borges;pontepreta;12.48;5.80;sport;ponte preta;5#12#0#0#7#9#2#4#1
ZAG;Durval;sport;12.46;1.80;sport;ponte preta;
LAT;Apodi;chapecoense;12.43;9.20;chapecoense;atlético-mg;32#54#0#0#9#6#1#2#0
ATA;Ananias;chapecoense;12.37;3.30;chapecoense;atlético-mg;26#24#1#0#3#4#1#1#0
ATA;Thiago Ribeiro;atlético-mg;12.35;-0.20;chapecoense;atlético-mg;11#55#1#0#8#13#6#6#0
TEC;Roger Machado;grêmio;12.09;5.50;grêmio;joinville;-#-#-#-#-#-#-#-#-
MEI;Elicarlos;chapecoense;12.04;0.50;chapecoense;atlético-mg;24#37#0#0#0#2#1#0#0
ATA;Emerson;flamengo;12.03;10.50;palmeiras;flamengo;38#40#0#1#1#10#3#3#0
TEC;Eduardo Baptista;sport;11.99;2.68;sport;ponte preta;-#-#-#-#-#-#-#-#-
LAT;Madson;vasco;11.94;2.80;vasco;coritiba;24#59#1#0#1#1#0#3#0
MEI;Jonas;flamengo;11.94;3.30;palmeiras;flamengo;20#29#0#0#0#5#0#1#0
TEC;Milton Mendes;atlético-pr;11.86;1.40;atlético-pr;santos;-#-#-#-#-#-#-#-#-
ZAG;Thiago Heleno;figueirense;11.70;3.90;fluminense;figueirense;5#17#0#0#0#4#0#0#0
MEI;Otávio;atlético-pr;11.65;3.40;atlético-pr;santos;17#35#0#0#6#7#0#0#0
TEC;Marcelo Oliveira;palmeiras;11.62;1.55;palmeiras;flamengo;-#-#-#-#-#-#-#-#-
MEI;Patrick;goiás;11.61;10.60;são paulo;goiás;23#18#0#0#1#4#0#0#0
LAT;Dener Assunção;chapecoense;11.54;4.70;chapecoense;atlético-mg;22#71#1#1#2#5#0#2#0
MEI;Felipe Menezes;goiás;11.49;-0.60;são paulo;goiás;23#84#3#0#14#7#4#2#1
GOL;Alex Muralha;figueirense;11.41;-1.10;fluminense;figueirense;2#6#0#0#0#0#0#0#0
LAT;Christiano;vasco;11.37;4.80;vasco;coritiba;15#38#0#1#3#9#0#3#0
TEC;Vanderlei Luxemburgo;cruzeiro;11.26;1.03;cruzeiro;internacional;-#-#-#-#-#-#-#-#-
LAT;Ferrugem;sport;11.20;0.00;sport;ponte preta;
LAT;Fagner;corinthians;11.18;-1.20;avaí;corinthians;11#46#0#0#0#3#0#1#0
MEI;Renato Augusto;corinthians;11.16;1.10;avaí;corinthians;17#68#1#1#10#9#0#3#0
GOL;Vanderlei;santos;11.14;8.00;atlético-pr;santos;0#3#0#0#0#0#0#0#0
ZAG;Felipe Macedo;goiás;11.14;6.90;são paulo;goiás;12#30#0#0#1#2#0#0#0
ATA;Centurión;sãopaulo;11.10;0.00;são paulo;goiás;20#21#1#0#7#5#2#9#0
MEI;Guilherme;atlético-mg;10.98;-0.30;chapecoense;atlético-mg;3#24#0#0#0#2#0#2#0
MEI;Deivid;atlético-pr;10.86;0.00;atlético-pr;santos;5#6#0#0#0#1#0#0#0
ZAG;David Braz;santos;10.84;4.90;atlético-pr;santos;6#65#0#0#0#4#1#2#0
ZAG;Juan;internacional;10.83;4.20;cruzeiro;internacional;3#10#0#0#2#3#0#1#0
MEI;Nikão;atlético-pr;10.72;-0.10;atlético-pr;santos;20#39#3#1#3#2#4#3#0
LAT;Rafael Galhardo;grêmio;10.70;6.00;grêmio;joinville;22#59#1#2#5#8#1#4#0
ZAG;Guti;joinville;10.68;8.40;grêmio;joinville;8#21#0#0#0#1#1#0#0
MEI;Gil;chapecoense;10.68;5.70;chapecoense;atlético-mg;20#38#0#0#0#5#1#2#0
LAT;Carlinhos;sãopaulo;10.68;4.70;são paulo;goiás;17#31#1#0#2#1#0#3#0
TEC;Pc Gusmão;joinville;10.56;7.97;grêmio;joinville;-#-#-#-#-#-#-#-#-
MEI;Lucas Lima;santos;10.49;1.50;atlético-pr;santos;38#82#4#0#3#2#2#0#0
TEC;Cristóvão Borges;flamengo;10.46;3.69;palmeiras;flamengo;-#-#-#-#-#-#-#-#-
LAT;Lucas;palmeiras;10.45;0.00;palmeiras;flamengo;14#42#0#0#3#2#1#4#0
ATA;Erik;goiás;10.41;1.30;são paulo;goiás;5#13#0#0#3#2#1#3#0
MEI;Rodrigo;goiás;10.37;4.10;são paulo;goiás;
LAT;Marcelo Oliveira;grêmio;10.37;5.60;grêmio;joinville;21#33#1#1#4#5#1#2#0
MEI;Robinho;palmeiras;10.18;2.30;palmeiras;flamengo;19#42#4#0#6#5#0#0#0
MEI;Ederson;flamengo;10.17;0.80;palmeiras;flamengo;2#3#0#0#1#1#0#0#0
LAT;Mayke;cruzeiro;10.14;0.00;cruzeiro;internacional;3#32#0#0#1#0#0#1#0
ATA;Nenê;vasco;10.00;0.00;vasco;coritiba;0#0#0#0#0#0#0#0#0
ZAG;Ernando;internacional;9.97;5.70;cruzeiro;internacional;6#10#0#1#1#2#1#1#0
TEC;Celso Roth;vasco;9.95;2.75;vasco;coritiba;-#-#-#-#-#-#-#-#-
MEI;Marcelinho Paraíba;joinville;9.88;11.30;grêmio;joinville;5#38#2#0#4#3#2#4#0
GOL;Danilo Fernandes;sport;9.86;-2.00;sport;ponte preta;2#10#0#0#0#0#0#0#0
ZAG;Pablo;pontepreta;9.85;6.10;sport;ponte preta;16#27#0#0#2#3#1#1#0
TEC;Julinho Camargo;goiás;9.84;5.39;são paulo;goiás;-#-#-#-#-#-#-#-#-
MEI;Leandro Donizete;atlético-mg;9.67;3.90;chapecoense;atlético-mg;11#31#0#0#1#3#0#0#0
ZAG;Bruno Aguiar;joinville;9.65;15.90;grêmio;joinville;6#11#0#0#1#3#1#0#0
MEI;Paulo Roberto;figueirense;9.65;3.20;fluminense;figueirense;18#46#0#0#0#7#1#0#0
MEI;Wesley;sãopaulo;9.49;-0.90;são paulo;goiás;11#27#1#0#3#3#1#1#0
LAT;Eduardo;atlético-pr;9.44;2.90;atlético-pr;santos;14#81#1#0#2#6#0#0#0
TEC;Doriva;pontepreta;9.42;3.53;sport;ponte preta;-#-#-#-#-#-#-#-#-
ATA;Luciano;corinthians;9.40;19.50;avaí;corinthians;6#11#0#1#2#2#3#3#0
ATA;Henrique Almeida;coritiba;9.37;20.80;vasco;coritiba;3#2#0#0#0#1#2#0#0
TEC;Vinícius Eutrópio;chapecoense;9.31;3.80;chapecoense;atlético-mg;
MEI;Walace;grêmio;9.23;0.10;grêmio;joinville;16#49#1#0#3#4#0#0#0
MEI;Anselmo;joinville;9.06;5.60;grêmio;joinville;17#52#1#0#2#7#0#0#0
ATA;Osvaldo;fluminense;8.85;0.00;fluminense;figueirense;2#7#0#0#0#1#0#0#0
MEI;Valdivia;internacional;8.83;2.20;cruzeiro;internacional;14#22#0#0#9#6#1#1#0
ATA;André;sport;8.81;6.30;sport;ponte preta;16#31#1#1#3#5#6#11#0
MEI;Douglas;grêmio;8.79;5.10;grêmio;joinville;13#68#1#0#5#12#2#0#1
ZAG;Manoel;cruzeiro;8.69;0.90;cruzeiro;internacional;14#45#0#0#2#4#1#0#0
MEI;Renan Oliveira;avaí;8.67;-0.20;avaí;corinthians;6#35#1#0#1#10#0#3#0
ATA;Gabriel;santos;8.62;0.10;atlético-pr;santos;25#30#0#2#8#10#3#10#0
MEI;Cícero;fluminense;8.57;2.80;fluminense;figueirense;4#5#0#0#0#1#0#0#0
LAT;Bruno;sãopaulo;8.55;4.70;são paulo;goiás;11#37#1#0#0#1#0#0#0
GOL;Wilson;coritiba;8.37;4.00;vasco;coritiba;2#3#0#0#0#0#0#0#0
ZAG;Felipe;corinthians;8.24;0.00;avaí;corinthians;5#15#0#0#2#5#1#0#0
MEI;João Vitor;figueirense;8.23;6.70;fluminense;figueirense;10#7#0#0#1#2#1#0#0
MEI;Nilton;internacional;7.94;1.30;cruzeiro;internacional;9#24#1#0#1#6#0#1#0
MEI;Charles;cruzeiro;7.89;0.20;cruzeiro;internacional;11#43#0#1#2#7#2#0#0
MEI;David;goiás;7.87;0.00;são paulo;goiás;3#14#0#0#0#1#0#0#0
TEC;Ney Franco;coritiba;7.83;2.75;vasco;coritiba;-#-#-#-#-#-#-#-#-
LAT;Renê;sport;7.81;3.10;sport;ponte preta;14#66#3#0#2#1#0#0#0
LAT;William;internacional;7.76;8.90;cruzeiro;internacional;
LAT;Marquinhos Pedroso;figueirense;7.72;0.80;fluminense;figueirense;24#25#1#0#2#0#0#0#0
TEC;Argel Fucks;internacional;7.68;1.31;cruzeiro;internacional;-#-#-#-#-#-#-#-#-
TEC;Hudson Coutinho;figueirense;7.68;0.00;fluminense;figueirense;-#-#-#-#-#-#-#-#-
ATA;Felipe Azevedo;pontepreta;7.52;7.50;sport;ponte preta;29#63#0#1#6#12#3#1#0
ZAG;Pedro Geromel;grêmio;7.51;6.10;grêmio;joinville;13#26#0#0#0#2#0#3#0
LAT;Mário Sérgio;joinville;7.37;7.50;grêmio;joinville;12#32#0#0#2#3#0#0#0
ZAG;Renato Chaves;pontepreta;7.33;2.80;sport;ponte preta;6#20#0#0#2#3#1#1#0
ZAG;Neto;chapecoense;7.31;7.20;chapecoense;atlético-mg;8#24#0#0#1#3#1#0#0
ATA;Malcom;corinthians;7.31;-1.70;avaí;corinthians;27#33#0#2#9#3#1#2#0
ATA;Alisson;cruzeiro;7.25;1.90;cruzeiro;internacional;6#8#2#0#4#2#1#2#0
MEI;Rafael Carioca;atlético-mg;7.24;3.10;chapecoense;atlético-mg;21#34#1#0#2#5#0#0#0
MEI;Marlone;sport;7.15;6.30;sport;ponte preta;16#31#2#0#7#10#2#2#0
ATA;Jorge Henrique;vasco;7.14;0.00;vasco;coritiba;9#8#0#0#0#0#0#0#0
ZAG;Vilches;atlético-pr;7.09;-0.10;atlético-pr;santos;6#8#0#0#1#1#1#0#0
ATA;Edigar Junio;joinville;7.09;8.30;grêmio;joinville;11#10#1#0#0#3#1#0#0
LAT;Diogo Barbosa;goiás;6.94;6.50;são paulo;goiás;18#32#0#0#1#6#0#1#0
LAT;Pablo;avaí;6.93;-0.60;avaí;corinthians;33#37#0#0#0#5#0#1#0
GOL;Alisson;internacional;6.92;4.40;cruzeiro;internacional;0#3#0#0#0#0#0#0#0
ZAG;Anderson Salles;vasco;6.73;0.00;vasco;coritiba;7#22#0#1#1#3#0#0#0
LAT;Leandro Silva;figueirense;6.72;1.70;fluminense;figueirense;
MEI;Márcio Araújo;flamengo;6.71;-0.90;palmeiras;flamengo;20#27#0#0#0#6#0#0#0
ZAG;Leandro Almeida;palmeiras;6.68;2.30;palmeiras;flamengo;4#27#0#0#2#3#0#2#0
MEI;Josimar;pontepreta;6.67;-1.30;sport;ponte preta;14#46#1#0#2#5#0#0#0
ATA;Clayton;figueirense;6.54;-2.10;fluminense;figueirense;10#35#3#0#3#5#1#12#0
ATA;Bruno Rangel;chapecoense;6.39;-2.00;chapecoense;atlético-mg;6#4#0#0#1#7#6#4#0
MEI;Serginho;vasco;6.37;2.10;vasco;coritiba;11#38#2#0#1#2#0#0#0
MEI;Cleber Santana;chapecoense;6.37;2.10;chapecoense;atlético-mg;9#29#2#0#2#4#0#0#0
MEI;Rafael Bastos;figueirense;6.21;3.90;fluminense;figueirense;16#28#2#0#5#4#0#1#0
MEI;Adriano;avaí;6.16;5.70;avaí;corinthians;0#4#0#0#0#0#0#0#0
ZAG;Paulo André;cruzeiro;6.11;-1.10;cruzeiro;internacional;2#22#0#0#2#1#0#0#0
MEI;Rodrigo Dourado;internacional;6.08;0.00;cruzeiro;internacional;7#20#1#0#0#4#0#1#0
MEI;Maicon;grêmio;5.94;2.40;grêmio;joinville;8#47#1#0#3#5#1#1#0
LAT;Nino Paraíba;avaí;5.91;5.00;avaí;corinthians;17#64#1#0#1#2#0#3#0
MEI;Tinga;avaí;5.87;0.60;avaí;corinthians;14#12#0#0#0#1#0#0#0
MEI;Fabinho;figueirense;5.83;1.50;fluminense;figueirense;13#28#0#0#2#4#1#2#0
ZAG;Jomar;vasco;5.72;10.20;vasco;coritiba;6#6#0#0#1#1#0#0#0
TEC;Gilson Kleina;avaí;5.70;0.64;avaí;corinthians;-#-#-#-#-#-#-#-#-
GOL;Agenor;joinville;5.66;7.70;grêmio;joinville;3#11#0#0#0#0#0#0#0
MEI;Bruno Henrique;corinthians;5.64;3.30;avaí;corinthians;13#44#0#1#5#9#0#2#0
ZAG;Edson Silva;sãopaulo;5.64;0.00;são paulo;goiás;
ATA;Tiago Luis;chapecoense;5.54;0.10;chapecoense;atlético-mg;4#33#0#0#4#5#1#2#0
ZAG;César Martins;flamengo;5.52;1.40;palmeiras;flamengo;1#8#0#0#0#0#0#0#0
ATA;Roberto;avaí;5.39;0.90;avaí;corinthians;14#21#1#1#2#5#1#1#0
LAT;Mena;cruzeiro;5.25;0.00;cruzeiro;internacional;0#6#0#0#0#0#0#3#0
LAT;Pará;flamengo;5.25;-1.30;palmeiras;flamengo;11#34#0#0#1#1#0#3#0
LAT;Zeca;santos;5.18;6.70;atlético-pr;santos;5#20#1#0#0#1#0#0#0
ZAG;Fred;goiás;5.15;0.00;são paulo;goiás;6#10#0#0#3#6#1#1#0
ZAG;Erazo;grêmio;5.06;6.70;grêmio;joinville;3#10#1#0#1#2#0#0#0
ATA;William Popp;joinville;4.94;2.40;grêmio;joinville;12#32#1#0#4#7#0#1#0
LAT;Alan Ruschel;atlético-pr;4.86;0.00;atlético-pr;santos;14#11#1#0#0#0#0#0#0
MEI;Jhon Cley;vasco;4.84;1.70;vasco;coritiba;19#23#1#0#5#3#1#3#0
LAT;Jorge;flamengo;4.73;2.90;palmeiras;flamengo;6#16#0#0#0#4#0#1#0
ATA;Pedro Rocha;grêmio;4.71;0.10;grêmio;joinville;15#36#1#1#9#13#4#14#0
LAT;Juan;coritiba;4.60;4.70;vasco;coritiba;0#3#1#0#0#0#0#0#0
MEI;Thiago Galhardo;coritiba;4.60;-1.20;vasco;coritiba;23#47#0#0#7#5#1#5#0
MEI;Arouca;palmeiras;4.59;1.30;palmeiras;flamengo;15#25#1#0#1#2#0#0#0
MEI;Nicolás Freitas;internacional;4.46;0.20;cruzeiro;internacional;10#20#0#0#0#0#0#0#0
MEI;Gustavo Scarpa;fluminense;4.14;2.70;fluminense;figueirense;10#30#1#0#3#1#2#2#0
LAT;Diego;joinville;4.08;6.80;grêmio;joinville;14#33#1#0#3#3#0#4#0
MEI;Lúcio Flávio;coritiba;4.06;3.70;vasco;coritiba;
MEI;Rodrigo Mancha;sport;3.91;1.60;sport;ponte preta;9#10#0#0#0#1#0#0#0
ZAG;Vilson;chapecoense;3.85;4.40;chapecoense;atlético-mg;6#24#0#0#0#0#0#0#0
ZAG;Saimon;figueirense;3.59;0.00;fluminense;figueirense;0#11#0#0#1#1#0#0#0
LAT;Romário;avaí;3.32;1.60;avaí;corinthians;14#49#0#0#2#0#0#0#0
ATA;Cesinha;pontepreta;3.31;3.10;sport;ponte preta;18#25#1#0#2#5#0#3#0
ZAG;Paulo Ricardo;santos;3.30;0.00;atlético-pr;santos;4#13#0#0#1#2#0#0#0
MEI;João Paulo;coritiba;3.30;-0.40;vasco;coritiba;8#41#0#0#2#1#0#0#0
GOL;César;flamengo;3.30;-4.00;palmeiras;flamengo;2#8#0#0#0#0#0#0#0
ATA;Romulo;avaí;3.13;0.00;avaí;corinthians;12#12#0#0#6#7#2#1#0
ZAG;Rafael Marques;coritiba;3.09;-1.60;vasco;coritiba;2#3#0#0#0#1#0#0#0
LAT;Geferson;internacional;3.07;2.30;cruzeiro;internacional;6#16#0#0#1#1#0#0#0
MEI;Kadu;joinville;3.05;2.60;grêmio;joinville;1#8#0#0#1#2#0#0#0
ZAG;Emerson;avaí;3.04;0.10;avaí;corinthians;6#33#0#0#3#5#1#0#0
GOL;Klever;fluminense;3.00;0.00;fluminense;figueirense;0#0#0#0#0#0#0#0#0
ATA;Vinícius Araújo;cruzeiro;2.94;0.40;cruzeiro;internacional;5#5#1#0#1#3#0#4#0
LAT;Gimenez;goiás;2.82;6.60;são paulo;goiás;2#12#0#0#0#1#0#0#0
MEI;Thiago Maia;santos;2.65;4.20;atlético-pr;santos;7#21#0#0#0#4#0#0#0
ZAG;Leandro Silva;coritiba;2.56;-0.80;vasco;coritiba;10#18#0#0#1#3#0#0#0
MEI;Misael;coritiba;2.47;0.00;vasco;coritiba;4#4#0#0#2#2#0#0#0
ZAG;Gustavo Henrique;santos;2.39;8.40;atlético-pr;santos;
GOL;Diego;avaí;2.15;-4.00;avaí;corinthians;0#0#0#0#0#0#0#0#0
MEI;Naldo;joinville;2.14;2.60;grêmio;joinville;2#28#0#1#1#3#0#0#0
ZAG;Jéci;avaí;2.07;-1.70;avaí;corinthians;16#35#0#0#4#4#0#2#0
LAT;Pedro Botelho;atlético-mg;1.43;0.00;chapecoense;atlético-mg;
