POSITION;PLAYER;TEAM;VALUE;SCORE;HOME;AWAY;FS#PE#A#FT#FD#FF#G#I#PP
MEI;Giovanni Augusto;atlético-mg;7.96;-0.40;são paulo;atlético-mg;45#109#5#2#10#12#5#3#0
ZAG;Renato Chaves;pontepreta;7.95;-0.90;ponte preta;figueirense;13#59#1#0#5#8#2#2#0
MEI;David;goiás;7.91;2.50;goiás;coritiba;9#77#2#0#1#3#1#0#0
MEI;Marcelinho Paraíba;joinville;7.82;-2.90;avaí;joinville;11#93#4#1#11#19#5#8#0
GOL;Agenor;joinville;7.78;10.70;avaí;joinville;5#17#0#0#0#0#0#0#0
MEI;Thiago Mendes;sãopaulo;7.78;1.30;são paulo;atlético-mg;47#78#2#0#7#9#0#4#0
MEI;Nilton;internacional;7.69;1.70;chapecoense;internacional;22#64#1#0#4#18#2#2#0
LAT;Jonathan;fluminense;7.68;4.70;grêmio;fluminense;1#5#1#0#0#0#0#0#0
ATA;Clayton;figueirense;7.51;-0.80;ponte preta;figueirense;34#76#6#0#10#16#5#27#0
MEI;Douglas;grêmio;7.48;-1.80;grêmio;fluminense;20#151#4#0#6#21#5#0#2
LAT;Bruno;sãopaulo;7.46;-2.60;são paulo;atlético-mg;17#76#1#0#0#2#0#1#0
ATA;Anderson Lopes;avaí;7.43;10.80;avaí;joinville;29#32#2#1#10#16#5#12#0
LAT;Mário Sérgio;joinville;7.35;3.60;avaí;joinville;22#64#0#0#2#7#1#0#0
MEI;Andrezinho;vasco;7.25;1.60;vasco;corinthians;31#39#3#0#2#6#1#1#0
ZAG;Fred;goiás;7.22;2.80;goiás;coritiba;10#43#0#2#7#13#3#1#0
MEI;Rafael Carioca;atlético-mg;7.21;2.40;são paulo;atlético-mg;
MEI;Thiago Santos;palmeiras;7.20;6.60;atlético-pr;palmeiras;12#29#0#1#2#2#0#0#0
MEI;Alan Santos;coritiba;7.19;9.20;goiás;coritiba;11#32#0#0#0#5#0#0#0
ATA;Túlio De Melo;chapecoense;6.96;4.00;chapecoense;internacional;9#7#1#0#5#6#4#2#0
MEI;Elton;pontepreta;6.91;7.30;ponte preta;figueirense;8#44#0#0#10#3#1#2#0
LAT;Jorge;flamengo;6.89;11.60;santos;flamengo;17#29#1#0#2#8#0#2#0
MEI;Rodrigo Dourado;internacional;6.88;-0.20;chapecoense;internacional;23#49#2#0#1#7#1#2#0
LAT;Diogo Barbosa;goiás;6.84;1.80;goiás;coritiba;31#88#0#0#2#9#0#2#0
LAT;Zeca;santos;6.83;0.00;santos;flamengo;17#64#4#0#1#1#0#0#0
TEC;Gilson Kleina;avaí;6.76;2.92;avaí;joinville;-#-#-#-#-#-#-#-#-
ATA;Negueba;coritiba;6.73;11.40;goiás;coritiba;17#70#3#1#6#11#2#5#0
ATA;Alexandro;pontepreta;6.65;2.30;ponte preta;figueirense;21#11#0#0#3#3#3#8#0
MEI;Fabinho;figueirense;6.59;5.70;ponte preta;figueirense;25#73#0#0#5#6#1#6#0
TEC;Hudson Coutinho;figueirense;6.55;3.00;ponte preta;figueirense;-#-#-#-#-#-#-#-#-
ZAG;Neto;chapecoense;6.54;1.40;chapecoense;internacional;16#47#0#0#1#4#3#0#0
MEI;Cleber Santana;chapecoense;6.44;1.60;chapecoense;internacional;17#72#3#0#5#11#1#0#0
LAT;Leandro Silva;figueirense;6.41;-1.20;ponte preta;figueirense;22#92#2#0#1#5#1#0#0
ATA;Riascos;vasco;6.39;-2.90;vasco;corinthians;31#32#0#1#8#17#3#8#0
MEI;Gustavo Scarpa;fluminense;6.22;7.90;grêmio;fluminense;29#102#2#0#11#11#5#2#0
ZAG;Juninho;coritiba;6.16;7.20;goiás;coritiba;11#33#0#0#3#5#0#1#0
ZAG;Paulão;internacional;6.15;4.60;chapecoense;internacional;
ATA;Rafael Silva;vasco;6.13;9.80;vasco;corinthians;26#30#0#2#16#11#3#12#0
MEI;Cristian;pontepreta;6.13;-0.30;ponte preta;figueirense;16#25#1#0#0#5#0#2#0
MEI;Rodrigo Caio;sãopaulo;6.08;1.20;são paulo;atlético-mg;16#42#2#1#3#3#1#2#0
ZAG;César Martins;flamengo;6.01;1.40;santos;flamengo;12#56#1#1#1#5#0#3#0
MEI;Tinga;avaí;5.95;0.00;avaí;joinville;33#34#0#1#0#3#0#0#0
GOL;Denis;sãopaulo;5.77;7.70;são paulo;atlético-mg;0#3#0#0#0#0#0#0#0
ZAG;Domingues;joinville;5.75;3.90;avaí;joinville;1#7#0#0#0#0#0#0#0
LAT;Julio Cesar;vasco;5.57;6.30;vasco;corinthians;16#51#0#0#1#1#1#2#0
ATA;Everton;grêmio;5.52;0.90;grêmio;fluminense;3#10#1#1#5#6#3#1#0
ZAG;Ferron;pontepreta;5.52;-2.80;ponte preta;figueirense;9#18#0#0#2#2#1#2#0
LAT;Nino Paraíba;avaí;5.50;0.40;avaí;joinville;37#141#3#0#3#8#0#5#0
MEI;Serginho;vasco;5.27;-0.90;vasco;corinthians;23#58#2#0#2#2#0#0#0
ATA;Silvinho;joinville;5.20;-0.60;avaí;joinville;11#14#0#1#1#1#1#2#0
LAT;Juan;coritiba;5.17;1.90;goiás;coritiba;13#27#1#0#1#2#1#0#0
ZAG;Thiego;chapecoense;5.11;6.50;chapecoense;internacional;8#22#0#0#1#7#1#1#0
LAT;Diego;joinville;5.04;7.20;avaí;joinville;26#64#2#0#5#4#0#4#0
ZAG;Erazo;grêmio;5.03;-0.40;grêmio;fluminense;8#39#1#0#1#2#1#1#0
MEI;Clayson;pontepreta;4.94;5.30;ponte preta;figueirense;7#9#2#0#2#1#0#1#0
LAT;Pará;flamengo;4.78;-1.90;santos;flamengo;18#76#2#0#1#3#0#4#0
ATA;Gabriel Jesus;palmeiras;4.72;0.70;atlético-pr;palmeiras;
MEI;Barrientos;atlético-pr;4.72;2.10;atlético-pr;palmeiras;0#11#0#0#1#2#0#0#0
MEI;Maranhão;chapecoense;4.65;13.30;chapecoense;internacional;18#19#3#0#2#3#0#0#0
LAT;Reinaldo;sãopaulo;4.60;0.00;são paulo;atlético-mg;12#52#0#0#2#5#0#2#0
MEI;Yago;figueirense;4.49;0.00;ponte preta;figueirense;24#54#4#0#5#4#1#0#0
ZAG;Jackson;palmeiras;4.42;-1.20;atlético-pr;palmeiras;11#32#0#0#0#7#2#0#0
ATA;Marcos Junior;fluminense;4.41;2.20;grêmio;fluminense;49#44#0#0#9#7#5#6#0
ATA;Kempes;joinville;4.40;-2.00;avaí;joinville;22#49#1#0#12#17#6#13#0
ZAG;Walisson Maia;coritiba;4.32;0.00;goiás;coritiba;11#22#0#0#1#3#0#0#0
MEI;Thiago Maia;santos;4.22;6.10;santos;flamengo;14#60#0#1#0#6#2#0#0
MEI;Néstor Camacho;avaí;4.07;-0.20;avaí;joinville;10#30#3#1#4#12#1#4#0
MEI;Eduardo Neto;avaí;3.97;3.00;avaí;joinville;20#68#1#1#9#6#0#1#0
LAT;Romário;avaí;3.81;2.90;avaí;joinville;35#98#0#0#3#1#0#0#0
ZAG;Antonio Carlos;avaí;3.80;6.00;avaí;joinville;21#49#1#0#3#10#0#0#0
ATA;Romulo;avaí;3.74;0.90;avaí;joinville;33#33#0#1#11#14#3#2#0
MEI;Juninho;pontepreta;3.71;0.00;ponte preta;figueirense;13#39#0#0#2#3#0#1#0
GOL;Vagner;avaí;3.59;-1.00;avaí;joinville;3#12#0#0#0#0#0#0#0
LAT;Daniel Guedes;santos;3.56;1.90;santos;flamengo;7#45#3#0#3#2#0#1#0
MEI;João Paulo;coritiba;3.56;2.10;goiás;coritiba;20#79#0#0#5#5#0#0#0
ATA;Fernando Viana;joinville;3.47;1.70;avaí;joinville;6#7#0#0#4#4#0#3#0
ZAG;Emerson;avaí;3.44;0.00;avaí;joinville;
LAT;João Pedro;palmeiras;3.32;1.10;atlético-pr;palmeiras;5#29#0#0#0#0#0#0#0
ZAG;Lucão;sãopaulo;3.25;0.00;são paulo;atlético-mg;6#52#1#0#1#2#0#0#0
LAT;Clayton Sales;goiás;3.17;0.60;goiás;coritiba;4#26#0#0#1#1#0#0#0
ZAG;Leandro Silva;coritiba;3.04;-3.80;goiás;coritiba;14#63#1#0#1#6#0#2#0
ATA;Crysan;atlético-pr;3.01;2.80;atlético-pr;palmeiras;11#26#1#0#3#3#0#4#0
GOL;Paulo Victor;flamengo;2.75;-2.60;santos;flamengo;4#17#0#0#0#0#0#0#0
ATA;Dudu;figueirense;2.38;0.00;ponte preta;figueirense;20#39#0#1#6#6#6#8#0
MEI;Moisés;grêmio;2.32;1.10;grêmio;fluminense;4#11#0#0#0#0#0#0#0
ZAG;Tiago;atlético-mg;2.22;5.00;são paulo;atlético-mg;0#4#0#0#0#0#0#0#0
ZAG;Wellington;atlético-pr;2.06;1.40;atlético-pr;palmeiras;4#9#0#0#0#1#0#1#0
MEI;Naldo;joinville;1.92;0.00;avaí;joinville;11#54#1#1#1#7#0#1#0
MEI;Jajá;flamengo;1.11;1.10;santos;flamengo;
