POSITION;PLAYER;TEAM;VALUE;SCORE;HOME;AWAY;FS#PE#A#FT#FD#FF#G#I#PP
MEI;Diego Souza;sport;27.89;6.70;sport;palmeiras;15#44#2#0#3#7#4#3#0
ATA;Luan;grêmio;27.57;-0.20;grêmio;vasco;48#44#4#1#12#7#2#8#0
LAT;Zé Roberto;palmeiras;27.50;9.80;sport;palmeiras;15#16#2#0#4#5#1#0#0
GOL;Rogério Ceni;sãopaulo;27.15;10.40;são paulo;coritiba;0#8#0#0#0#0#2#0#0
MEI;Renato Cajá;pontepreta;24.84;-5.20;ponte preta;atlético-mg;11#67#2#2#9#12#5#5#0
ATA;Fred;fluminense;24.04;-0.70;atlético-pr;fluminense;33#25#2#1#9#6#4#5#0
MEI;Edson;fluminense;23.51;0.00;atlético-pr;fluminense;19#33#0#1#2#8#1#1#0
LAT;Rodinei;pontepreta;22.94;5.50;ponte preta;atlético-mg;10#26#4#0#1#2#0#2#0
ATA;Lucas Pratto;atlético-mg;22.78;10.70;ponte preta;atlético-mg;10#26#1#2#15#8#3#4#0
MEI;Everton;flamengo;22.50;10.70;flamengo;corinthians;18#42#0#0#3#4#3#12#0
GOL;Cássio;corinthians;22.37;11.00;flamengo;corinthians;1#10#0#0#0#0#0#0#0
GOL;Marcelo Lomba;pontepreta;21.63;14.00;ponte preta;atlético-mg;2#4#0#0#0#0#0#0#0
MEI;D'Alessandro;internacional;21.44;2.50;joinville;internacional;8#17#0#0#0#3#0#1#0
GOL;Weverton;atlético-pr;20.41;-1.90;atlético-pr;fluminense;7#14#0#0#0#0#0#0#0
MEI;Jadson;corinthians;19.91;16.30;flamengo;corinthians;9#69#2#0#8#4#5#2#0
ATA;Leandro Damião;cruzeiro;19.68;-2.40;cruzeiro;goiás;13#17#1#0#5#5#2#2#0
ZAG;Gil;corinthians;19.67;6.40;flamengo;corinthians;2#14#0#1#1#3#0#1#0
ATA;Rafael Marques;palmeiras;19.08;8.50;sport;palmeiras;17#47#2#0#7#8#5#4#0
ZAG;Rodrigo;vasco;18.88;-0.50;grêmio;vasco;8#43#0#0#8#4#1#0#0
ATA;Ricardo Oliveira;santos;18.70;9.20;santos;figueirense;
ZAG;Jemerson;atlético-mg;17.33;-0.30;ponte preta;atlético-mg;3#14#0#0#2#4#2#1#0
TEC;Tite;corinthians;16.97;7.48;flamengo;corinthians;-#-#-#-#-#-#-#-#-
ATA;Willian;cruzeiro;16.89;6.60;cruzeiro;goiás;20#26#1#0#6#10#0#6#0
LAT;Wellington Silva;fluminense;16.83;11.20;atlético-pr;fluminense;8#44#0#0#0#4#1#0#0
GOL;Marcelo Grohe;grêmio;16.74;4.70;grêmio;vasco;3#8#0#0#0#0#0#0#0
GOL;Diego Cavalieri;fluminense;16.47;8.00;atlético-pr;fluminense;2#4#0#0#0#0#0#0#0
MEI;Arrascaeta;cruzeiro;16.36;0.80;cruzeiro;goiás;10#17#1#0#3#4#1#0#0
ZAG;Gum;fluminense;16.12;14.00;atlético-pr;fluminense;5#29#0#1#2#2#0#0#0
ATA;Walter;atlético-pr;16.06;0.00;atlético-pr;fluminense;11#57#3#0#11#12#2#9#0
ATA;Luis Fabiano;sãopaulo;15.82;0.00;são paulo;coritiba;7#14#1#1#3#6#2#5#0
ATA;Dudu;palmeiras;15.74;9.50;sport;palmeiras;19#36#3#0#3#5#2#8#0
ATA;Geuvânio;santos;15.64;0.00;santos;figueirense;16#23#0#0#6#9#2#2#0
MEI;Guiñazu;vasco;15.13;1.60;grêmio;vasco;15#15#0#0#0#2#0#0#0
MEI;Giuliano;grêmio;14.99;3.60;grêmio;vasco;8#39#3#0#4#4#3#1#0
LAT;Natanael;atlético-pr;14.94;0.00;atlético-pr;fluminense;10#50#0#0#1#4#0#0#0
MEI;Fernando Bob;pontepreta;14.85;3.20;ponte preta;atlético-mg;15#37#0#0#0#3#0#0#0
TEC;Levir Culpi;atlético-mg;14.80;2.57;ponte preta;atlético-mg;-#-#-#-#-#-#-#-#-
GOL;Fernando Prass;palmeiras;14.75;7.40;sport;palmeiras;5#12#0#0#0#0#0#0#0
ZAG;Wallace;flamengo;14.59;3.00;flamengo;corinthians;17#37#0#0#4#4#0#0#0
ATA;Alexandre Pato;sãopaulo;14.46;12.80;são paulo;coritiba;
MEI;Michel Bastos;sãopaulo;14.36;5.60;são paulo;coritiba;5#54#0#0#2#14#3#4#0
GOL;Victor;atlético-mg;14.31;1.00;ponte preta;atlético-mg;2#13#0#0#0#0#0#0#0
ATA;Bruno Henrique;goiás;14.29;8.90;cruzeiro;goiás;26#22#2#0#10#12#2#5#0
ZAG;Matheus Ferraz;sport;14.14;8.00;sport;palmeiras;6#25#0#0#1#3#2#0#0
LAT;Gilson;pontepreta;13.99;6.40;ponte preta;atlético-mg;18#38#0#0#2#2#0#3#0
MEI;Jean;fluminense;13.99;2.30;atlético-pr;fluminense;5#41#0#0#4#6#1#0#0
TEC;Enderson Moreira;fluminense;13.62;6.30;atlético-pr;fluminense;-#-#-#-#-#-#-#-#-
GOL;Danilo;chapecoense;13.60;8.00;avaí;chapecoense;3#9#0#0#0#0#0#0#0
MEI;Otávio;atlético-pr;13.46;20.30;atlético-pr;fluminense;13#21#0#0#5#6#0#0#0
MEI;Ganso;sãopaulo;13.20;-1.00;são paulo;coritiba;20#35#1#0#3#5#0#3#0
GOL;Fábio;cruzeiro;13.17;7.00;cruzeiro;goiás;3#1#0#0#0#0#0#0#0
TEC;Juan Carlos Osorio;sãopaulo;13.13;7.50;são paulo;coritiba;-#-#-#-#-#-#-#-#-
ZAG;Leonardo Silva;atlético-mg;13.12;-1.10;ponte preta;atlético-mg;13#24#1#0#0#2#1#3#0
MEI;Felipe Menezes;goiás;13.10;14.80;cruzeiro;goiás;13#56#3#0#9#4#3#2#1
MEI;Marcos Guilherme;atlético-pr;13.07;0.10;atlético-pr;fluminense;9#5#1#0#2#2#1#0#0
MEI;Elicarlos;chapecoense;13.01;5.40;avaí;chapecoense;20#24#0#0#0#1#1#0#0
ATA;Biro Biro;pontepreta;13.01;2.10;ponte preta;atlético-mg;28#45#2#0#9#8#2#3#0
MEI;Gabriel;palmeiras;12.93;3.40;sport;palmeiras;16#25#0#0#1#4#1#0#0
MEI;Gerson;fluminense;12.88;5.70;atlético-pr;fluminense;17#34#2#0#5#5#0#4#0
TEC;Guto Ferreira;pontepreta;12.85;3.52;ponte preta;atlético-mg;
LAT;Uendel;corinthians;12.80;9.50;flamengo;corinthians;1#16#1#0#0#1#0#0#0
MEI;Jonas;flamengo;12.75;6.80;flamengo;corinthians;17#22#0#0#0#4#0#0#0
LAT;Lucas;palmeiras;12.71;11.30;sport;palmeiras;12#22#0#0#2#2#1#3#0
LAT;Fagner;corinthians;12.59;13.50;flamengo;corinthians;9#26#0#0#0#2#0#1#0
MEI;Camilo;chapecoense;12.51;-0.10;avaí;chapecoense;11#37#2#0#2#6#1#4#0
LAT;Victor Ferraz;santos;12.47;1.10;santos;figueirense;3#37#1#0#2#0#0#0#0
ZAG;Kadu;atlético-pr;12.46;6.60;atlético-pr;fluminense;1#23#0#1#0#0#0#2#0
ATA;Thiago Ribeiro;atlético-mg;12.37;0.60;ponte preta;atlético-mg;5#38#1#0#4#11#5#6#0
TEC;Marcelo Oliveira;palmeiras;12.27;9.32;sport;palmeiras;-#-#-#-#-#-#-#-#-
MEI;Henrique;cruzeiro;12.23;4.20;cruzeiro;goiás;11#22#0#1#2#3#1#1#0
ZAG;Durval;sport;12.18;0.50;sport;palmeiras;5#36#0#0#2#0#0#1#0
LAT;Madson;vasco;11.95;-1.90;grêmio;vasco;18#38#1#0#1#1#0#1#0
MEI;Renato Augusto;corinthians;11.86;2.90;flamengo;corinthians;14#39#0#1#9#7#0#2#0
MEI;Elias;corinthians;11.83;8.80;flamengo;corinthians;5#19#1#0#1#0#1#0#0
ATA;Lisandro López;internacional;11.57;4.90;joinville;internacional;9#10#1#1#4#3#1#8#0
ATA;Diego Oliveira;pontepreta;11.57;2.10;ponte preta;atlético-mg;21#20#0#1#4#6#2#1#0
TEC;Milton Mendes;atlético-pr;11.54;2.72;atlético-pr;fluminense;-#-#-#-#-#-#-#-#-
ZAG;Léo;cruzeiro;11.30;0.00;cruzeiro;goiás;0#5#0#0#0#1#0#0#0
TEC;Eduardo Baptista;sport;11.28;2.91;sport;palmeiras;-#-#-#-#-#-#-#-#-
LAT;Dener Assunção;chapecoense;11.26;6.40;avaí;chapecoense;
LAT;Apodi;chapecoense;11.26;9.80;avaí;chapecoense;20#32#0#0#9#3#1#2#0
TEC;Diego Aguirre;internacional;11.23;2.11;joinville;internacional;-#-#-#-#-#-#-#-#-
ZAG;Rafael Toloi;sãopaulo;11.07;3.20;são paulo;coritiba;3#18#0#0#1#1#0#0#0
TEC;Vanderlei Luxemburgo;cruzeiro;10.99;1.74;cruzeiro;goiás;-#-#-#-#-#-#-#-#-
TEC;Roger Machado;grêmio;10.78;1.87;grêmio;vasco;-#-#-#-#-#-#-#-#-
ZAG;Rafael Lima;chapecoense;10.75;4.40;avaí;chapecoense;5#35#1#0#2#1#0#2#0
ZAG;Felipe Macedo;goiás;10.74;5.10;cruzeiro;goiás;10#18#0#0#1#2#0#0#0
MEI;Canteros;flamengo;10.71;9.90;flamengo;corinthians;11#47#1#0#6#8#1#5#0
ZAG;Marquinhos;figueirense;10.50;1.80;santos;figueirense;6#17#1#0#3#1#2#2#0
MEI;Wendel;sport;10.47;5.80;sport;palmeiras;15#12#0#0#0#7#1#1#0
LAT;Mayke;cruzeiro;10.33;6.00;cruzeiro;goiás;3#26#0#0#1#0#0#0#0
MEI;Nikão;atlético-pr;9.93;-1.70;atlético-pr;fluminense;13#26#2#0#0#2#4#1#0
TEC;Cristóvão Borges;flamengo;9.79;4.71;flamengo;corinthians;-#-#-#-#-#-#-#-#-
TEC;Celso Roth;vasco;9.72;1.48;grêmio;vasco;-#-#-#-#-#-#-#-#-
GOL;Danilo Fernandes;sport;9.72;5.00;sport;palmeiras;2#6#0#0#0#0#0#0#0
MEI;Paulo Roberto;figueirense;9.67;5.90;santos;figueirense;8#30#0#0#0#4#1#0#0
LAT;Rafael Galhardo;grêmio;9.63;1.80;grêmio;vasco;16#32#1#1#3#5#1#3#0
ZAG;Ernando;internacional;9.59;7.20;joinville;internacional;3#5#0#1#1#1#1#1#0
LAT;Eduardo;atlético-pr;9.54;6.10;atlético-pr;fluminense;8#54#1#0#1#4#0#0#0
MEI;Bruno Silva;chapecoense;9.52;1.10;avaí;chapecoense;
MEI;Lucas Lima;santos;9.29;1.00;santos;figueirense;19#50#3#0#2#1#0#0#0
