POSITION;PLAYER;TEAM;VALUE;SCORE;HOME;AWAY;FS#PE#A#FT#FD#FF#G#I#PP
MEI;Jonas;flamengo;12.33;2.10;coritiba;flamengo;9#6#0#0#0#2#0#0#0
TEC;Diego Aguirre;internacional;12.18;6.95;corinthians;internacional;-#-#-#-#-#-#-#-#-
LAT;Madson;vasco;12.18;-1.70;vasco;cruzeiro;11#17#0#0#1#1#0#1#0
TEC;Milton Mendes;atlético-pr;12.02;5.44;grêmio;atlético-pr;-#-#-#-#-#-#-#-#-
MEI;Renato Augusto;corinthians;11.96;0.30;corinthians;internacional;5#11#0#0#4#3#0#1#0
GOL;Fernando Prass;palmeiras;11.86;-1.30;palmeiras;fluminense;4#3#0#0#0#0#0#0#0
MEI;Vinícius;fluminense;11.80;0.00;palmeiras;fluminense;5#11#0#1#1#3#2#0#0
MEI;Petros;corinthians;11.79;3.40;corinthians;internacional;6#9#0#0#2#0#0#0#0
ZAG;Juan;internacional;11.74;0.00;corinthians;internacional;1#2#0#0#0#0#0#0#0
ATA;Diego Oliveira;pontepreta;11.73;-1.40;ponte preta;goiás;13#9#0#0#2#2#2#0#0
GOL;Fábio;cruzeiro;11.49;4.00;vasco;cruzeiro;2#1#0#0#0#0#0#0#0
MEI;Nikão;atlético-pr;11.41;4.90;grêmio;atlético-pr;3#9#1#0#0#0#3#1#0
TEC;Oswaldo De Oliveira;palmeiras;11.38;1.18;palmeiras;fluminense;-#-#-#-#-#-#-#-#-
LAT;Fagner;corinthians;11.21;4.10;corinthians;internacional;6#11#0#0#0#1#0#0#0
LAT;Christiano;vasco;11.19;0.00;vasco;cruzeiro;10#15#0#1#1#4#0#0#0
TEC;Vanderlei Luxemburgo;cruzeiro;11.19;5.18;vasco;cruzeiro;-#-#-#-#-#-#-#-#-
ZAG;Gustavo;atlético-pr;11.04;10.00;grêmio;atlético-pr;1#6#0#1#0#1#0#1#0
MEI;Gil;chapecoense;10.88;-0.30;chapecoense;são paulo;
MEI;Wesley;sãopaulo;10.87;5.80;chapecoense;são paulo;4#11#1#0#2#3#0#0#0
LAT;Carlinhos;sãopaulo;10.80;7.90;chapecoense;são paulo;7#8#0#0#0#0#0#0#0
TEC;Eduardo Baptista;sport;10.80;3.08;sport;joinville;-#-#-#-#-#-#-#-#-
LAT;Egídio;palmeiras;10.79;0.70;palmeiras;fluminense;8#32#0#0#1#1#0#1#0
ZAG;Antônio Carlos;fluminense;10.34;8.20;palmeiras;fluminense;5#11#0#0#1#0#0#0#0
MEI;Patrick;goiás;10.33;2.80;ponte preta;goiás;16#6#0#0#0#3#0#0#0
LAT;Mayke;cruzeiro;10.18;2.20;vasco;cruzeiro;1#11#0#0#1#0#0#0#0
TEC;Roger Machado;grêmio;10.03;1.87;grêmio;atlético-pr;-#-#-#-#-#-#-#-#-
LAT;Eduardo;atlético-pr;9.99;4.50;grêmio;atlético-pr;4#22#0#0#1#2#0#0#0
MEI;Felipe Menezes;goiás;9.95;-1.10;ponte preta;goiás;4#19#2#0#4#1#0#0#0
ZAG;Felipe Macedo;goiás;9.92;-0.60;ponte preta;goiás;7#9#0#0#0#0#0#0#0
MEI;Cristian;corinthians;9.90;2.80;corinthians;internacional;2#11#0#0#2#2#0#0#0
LAT;Lucas;palmeiras;9.89;0.00;palmeiras;fluminense;6#8#0#0#1#1#0#2#0
ZAG;Guti;joinville;9.87;5.10;sport;joinville;3#2#0#0#0#0#0#0#0
ZAG;Marquinhos;figueirense;9.74;-1.70;avaí;figueirense;4#6#1#0#1#1#1#2#0
MEI;Denilson;sãopaulo;9.72;-1.10;chapecoense;são paulo;6#9#0#0#0#0#0#0#0
MEI;Walace;grêmio;9.71;0.00;grêmio;atlético-pr;7#12#0#0#2#1#0#0#0
ZAG;Rafael Lima;chapecoense;9.70;1.40;chapecoense;são paulo;1#18#1#0#1#0#0#2#0
MEI;Nilton;internacional;9.68;0.00;corinthians;internacional;3#6#1#0#0#2#0#0#0
MEI;Bruno Silva;chapecoense;9.66;0.30;chapecoense;são paulo;
GOL;Danilo Fernandes;sport;9.54;10.90;sport;joinville;2#2#0#0#0#0#0#0#0
TEC;Doriva;vasco;9.43;1.32;vasco;cruzeiro;-#-#-#-#-#-#-#-#-
LAT;Bruno;sãopaulo;9.36;5.70;chapecoense;são paulo;5#16#1#0#0#1#0#0#0
LAT;Dener Assunção;chapecoense;9.33;5.40;chapecoense;são paulo;11#35#0#0#0#2#0#1#0
ZAG;Samir;flamengo;9.31;8.90;coritiba;flamengo;1#1#0#0#0#2#0#0#0
MEI;Valdivia;internacional;9.25;5.00;corinthians;internacional;2#6#0#0#3#1#0#0#0
ATA;Rafael Costa;joinville;9.14;4.90;sport;joinville;4#1#0#0#3#3#1#1#0
LAT;Samuel Xavier;sport;9.13;4.70;sport;joinville;7#14#0#0#0#1#1#0#0
MEI;Gabriel;flamengo;9.11;10.10;coritiba;flamengo;7#12#0#0#2#2#2#1#0
MEI;Wendel;sport;9.04;-0.20;sport;joinville;6#8#0#0#0#5#0#0#0
MEI;França;figueirense;9.00;0.00;avaí;figueirense;0#0#0#0#0#0#0#0#0
TEC;Cristóvão Borges;flamengo;8.80;3.86;coritiba;flamengo;-#-#-#-#-#-#-#-#-
ZAG;Ernando;internacional;8.69;8.60;corinthians;internacional;1#1#0#0#1#0#0#0#0
MEI;Régis;sport;8.62;0.00;sport;joinville;3#9#1#0#0#0#1#0#0
LAT;Marcelo Oliveira;grêmio;8.48;1.80;grêmio;atlético-pr;13#14#1#0#1#1#1#1#0
ATA;Douglas Coutinho;atlético-pr;8.31;1.70;grêmio;atlético-pr;2#11#0#0#4#2#2#5#0
MEI;Otávio;atlético-pr;8.20;2.60;grêmio;atlético-pr;6#11#0#0#2#2#0#0#0
ZAG;Alex Alves;goiás;8.16;-4.50;ponte preta;goiás;2#5#0#0#0#1#0#1#0
ZAG;Pablo;pontepreta;8.00;4.60;ponte preta;goiás;5#7#0#0#0#1#0#0#0
LAT;Pablo;avaí;7.90;5.50;avaí;figueirense;
ZAG;Manoel;cruzeiro;7.80;0.20;vasco;cruzeiro;8#11#0#0#0#1#1#0#0
MEI;Canteros;flamengo;7.64;-2.10;coritiba;flamengo;3#19#0#0#1#4#1#1#0
MEI;Josimar;pontepreta;7.59;2.80;ponte preta;goiás;7#17#1#0#1#3#0#0#0
TEC;Vinícius Eutrópio;chapecoense;7.58;-0.01;chapecoense;são paulo;-#-#-#-#-#-#-#-#-
MEI;Paulo Roberto;figueirense;7.57;0.00;avaí;figueirense;5#18#0#0#0#1#0#0#0
MEI;Fellipe Bastos;grêmio;7.35;0.40;grêmio;atlético-pr;3#2#0#0#0#0#0#0#0
ZAG;Paulo André;cruzeiro;7.30;0.00;vasco;cruzeiro;0#4#0#0#0#0#0#0#0
MEI;Emanuel Biancucchi;vasco;7.29;-0.20;vasco;cruzeiro;2#3#0#0#1#0#0#0#0
ATA;Clayton;figueirense;7.23;5.00;avaí;figueirense;5#20#1#0#2#1#0#7#0
ATA;Edmílson;chapecoense;7.20;1.00;chapecoense;são paulo;2#5#0#0#2#1#0#1#0
MEI;Ricardinho;figueirense;7.19;0.20;avaí;figueirense;5#6#1#0#0#1#0#1#0
ATA;Eduardo Da Silva;flamengo;7.16;-0.90;coritiba;flamengo;1#2#1#0#0#2#1#1#0
MEI;Rodrigo;goiás;7.15;3.00;ponte preta;goiás;4#6#0#0#2#1#1#0#0
LAT;Cereceda;figueirense;6.99;3.00;avaí;figueirense;3#11#0#0#0#0#0#0#0
ATA;Marcão;figueirense;6.97;-2.90;avaí;figueirense;4#6#0#0#3#5#0#5#0
MEI;Hélder;coritiba;6.93;0.00;coritiba;flamengo;7#12#0#2#3#1#0#1#0
ZAG;Leandro Almeida;coritiba;6.91;-0.70;coritiba;flamengo;2#12#0#0#1#1#0#0#0
LAT;Leandro Silva;figueirense;6.87;0.00;avaí;figueirense;3#10#0#0#0#1#0#0#0
GOL;Alisson Becker;internacional;6.85;11.00;corinthians;internacional;0#0#0#0#0#0#0#0#0
MEI;Anselmo;joinville;6.83;1.40;sport;joinville;
MEI;Charles;cruzeiro;6.74;0.10;vasco;cruzeiro;2#16#0#0#0#1#1#0#0
LAT;Everton;goiás;6.69;-0.40;ponte preta;goiás;3#19#0#0#0#0#0#2#0
ATA;Mendoza;corinthians;6.64;2.00;corinthians;internacional;11#15#0#0#0#3#1#0#0
TEC;Hélio Dos Anjos;goiás;6.60;-0.21;ponte preta;goiás;-#-#-#-#-#-#-#-#-
MEI;Márcio Araújo;flamengo;6.52;1.40;coritiba;flamengo;8#5#0#0#0#1#0#0#0
TEC;Argel Fucks;figueirense;6.44;2.11;avaí;figueirense;-#-#-#-#-#-#-#-#-
LAT;Pará;flamengo;6.42;5.40;coritiba;flamengo;5#17#0#0#0#1#0#3#0
ATA;Rafael Silva;vasco;6.40;5.00;vasco;cruzeiro;9#13#0#1#6#1#0#0#0
ATA;Felipe Azevedo;pontepreta;6.30;9.20;ponte preta;goiás;9#19#0#0#0#1#1#0#0
LAT;Rafael Forster;goiás;6.26;0.00;ponte preta;goiás;5#21#0#0#1#0#0#0#0
ZAG;Rhodolfo;grêmio;6.20;2.60;grêmio;atlético-pr;0#4#0#0#0#1#0#1#0
GOL;Vagner;avaí;6.17;8.00;avaí;figueirense;0#4#0#0#0#0#0#0#0
MEI;Renan;avaí;6.09;1.60;avaí;figueirense;11#10#0#0#0#1#0#0#0
MEI;Diguinho;vasco;6.02;0.00;vasco;cruzeiro;2#4#0#0#0#0#0#0#0
TEC;Gilson Kleina;avaí;6.00;5.29;avaí;figueirense;-#-#-#-#-#-#-#-#-
ZAG;Pedro Geromel;grêmio;5.94;3.60;grêmio;atlético-pr;7#8#0#0#0#1#0#2#0
MEI;Rodrigo Caio;sãopaulo;5.90;5.10;chapecoense;são paulo;3#8#1#0#0#1#0#0#0
TEC;Ney Franco;coritiba;5.82;0.00;coritiba;flamengo;-#-#-#-#-#-#-#-#-
ATA;Tiago Luis;joinville;5.82;0.00;sport;joinville;1#5#0#0#1#1#0#0#0
MEI;Rodrigo Dourado;internacional;5.70;6.80;corinthians;internacional;
LAT;Nino Paraíba;avaí;5.60;5.50;avaí;figueirense;10#18#0#0#1#0#0#1#0
LAT;Mário Sérgio;joinville;5.55;0.00;sport;joinville;3#8#0#0#0#1#0#0#0
MEI;Pierre;fluminense;5.34;0.00;palmeiras;fluminense;4#1#0#0#0#1#0#0#0
MEI;Jhon Cley;vasco;5.21;0.90;vasco;cruzeiro;2#1#0#0#0#1#0#0#0
ZAG;Luccas Claro;coritiba;5.20;-0.30;coritiba;flamengo;0#3#0#0#1#0#0#0#0
ATA;Maikon Leite;sport;5.05;-0.20;sport;joinville;3#9#0#1#1#2#1#0#0
LAT;William;internacional;5.03;6.50;corinthians;internacional;4#6#0#0#0#0#0#0#0
LAT;Renê;sport;5.01;2.10;sport;joinville;3#30#1#0#2#0#0#0#0
MEI;Ruy;coritiba;4.96;1.10;coritiba;flamengo;13#20#1#0#4#2#0#0#0
LAT;Ivan;coritiba;4.89;0.00;coritiba;flamengo;5#10#0#0#0#1#0#0#0
TEC;Adilson Batista;joinville;4.89;1.65;sport;joinville;-#-#-#-#-#-#-#-#-
MEI;Augusto César;joinville;4.82;-0.10;sport;joinville;8#12#0#0#1#1#0#0#0
ATA;Anderson Lopes;avaí;4.82;4.80;avaí;figueirense;7#13#2#0#3#1#1#5#0
ATA;Negueba;coritiba;4.71;3.40;coritiba;flamengo;1#12#0#0#2#4#0#0#0
MEI;Arouca;palmeiras;4.25;1.40;palmeiras;fluminense;2#5#0#0#0#0#0#0#0
MEI;Thiago Galhardo;coritiba;4.03;-2.80;coritiba;flamengo;8#9#0#0#1#1#1#3#0
ATA;Gilberto;vasco;4.01;0.00;vasco;cruzeiro;10#16#0#0#3#8#0#2#1
MEI;Luiz Antonio;flamengo;3.92;-0.30;coritiba;flamengo;2#9#0#0#1#2#0#0#0
MEI;Eduardo Neto;avaí;3.90;0.00;avaí;figueirense;4#11#1#0#1#2#0#0#0
ZAG;Neto;chapecoense;3.86;-0.80;chapecoense;são paulo;
GOL;Tiago;grêmio;3.86;1.70;grêmio;atlético-pr;0#2#0#0#0#0#0#0#0
ZAG;Emerson;avaí;3.82;11.50;avaí;figueirense;2#4#0#0#0#2#0#0#0
ATA;William Popp;joinville;3.81;-0.80;sport;joinville;4#6#0#0#1#2#0#0#0
LAT;Romário;avaí;3.75;4.70;avaí;figueirense;3#14#0#0#0#0#0#0#0
MEI;Maicon;grêmio;3.62;-0.10;grêmio;atlético-pr;2#19#0#0#2#1#0#0#0
ZAG;Jéci;avaí;3.58;3.70;avaí;figueirense;5#12#0#0#1#3#0#0#0
ZAG;Tiago Alves;pontepreta;3.55;-0.30;ponte preta;goiás;2#9#0#0#0#1#2#1#0
MEI;Hernani;atlético-pr;3.35;1.60;grêmio;atlético-pr;5#16#0#0#0#5#0#1#0
LAT;Pará;cruzeiro;3.22;0.40;vasco;cruzeiro;9#14#0#0#0#0#0#0#0
MEI;Yago;figueirense;3.19;3.60;avaí;figueirense;8#5#0#0#1#1#0#0#0
ATA;Allano;cruzeiro;3.12;3.90;vasco;cruzeiro;1#1#0#0#0#0#0#0#0
MEI;Neto Moura;sport;3.05;-1.20;sport;joinville;1#11#0#0#1#4#1#0#0
GOL;Agenor;joinville;3.00;0.00;sport;joinville;0#0#0#0#0#0#0#0#0
GOL;Paulo Victor;flamengo;2.78;8.00;coritiba;flamengo;1#3#0#0#0#0#0#0#0
LAT;Artur;internacional;2.69;4.40;corinthians;internacional;1#5#0#0#0#0#0#0#0
MEI;João Paulo;coritiba;2.63;0.20;coritiba;flamengo;4#18#0#0#1#1#0#0#0
GOL;Bruno;coritiba;2.47;-4.30;coritiba;flamengo;1#2#0#0#0#0#0#0#0
ATA;Pedro Rocha;grêmio;2.19;0.00;grêmio;atlético-pr;1#10#1#0#2#3#0#2#0
ZAG;Dankler;joinville;2.07;0.50;sport;joinville;0#4#0#0#0#0#0#0#0
LAT;Diego;joinville;2.00;0.00;sport;joinville;
ATA;Kempes;joinville;1.87;0.70;sport;joinville;4#8#0#0#1#2#0#4#0
ATA;Rômulo;avaí;1.81;4.20;avaí;figueirense;1#2#0#0#0#0#1#0#0
MEI;Péricles;goiás;1.63;0.00;ponte preta;goiás;5#9#0#0#0#3#0#0#0
LAT;Henrique;coritiba;0.82;-4.80;coritiba;flamengo;0#9#0#0#1#0#0#0#0
ZAG;Bruno Alves;figueirense;0.82;-0.50;avaí;figueirense;2#6#0#0#0#0#0#0#0
GOL;Jordi;vasco;0.81;0.00;vasco;cruzeiro;
