POSITION;PLAYER;TEAM;VALUE;SCORE;HOME;AWAY;FS#PE#A#FT#FD#FF#G#I#PP
TEC;Roger Machado;grêmio;12.27;6.28;grêmio;goiás;
MEI;Patrick;goiás;12.17;10.10;grêmio;goiás;26#23#0#0#1#5#0#0#0
MEI;Michel Bastos;sãopaulo;12.08;-2.40;são paulo;internacional;9#91#0#0#5#20#4#12#0
TEC;Eduardo Baptista;sport;11.95;3.75;sport;santos;-#-#-#-#-#-#-#-#-
MEI;Camilo;chapecoense;11.89;1.20;chapecoense;ponte preta;17#58#2#0#5#10#1#8#0
TEC;Marcelo Oliveira;palmeiras;11.86;2.72;palmeiras;corinthians;-#-#-#-#-#-#-#-#-
ZAG;Felipe Macedo;goiás;11.84;0.00;grêmio;goiás;14#34#0#0#1#2#0#0#0
ATA;Thiago Ribeiro;atlético-mg;11.78;0.10;vasco;atlético-mg;14#62#1#0#10#14#6#9#0
MEI;Cícero;fluminense;11.70;3.40;fluminense;flamengo;11#22#1#1#4#4#2#1#0
GOL;Alex Muralha;figueirense;11.59;-1.00;cruzeiro;figueirense;2#6#0#0#0#0#0#0#0
LAT;Apodi;chapecoense;11.54;0.00;chapecoense;ponte preta;36#69#0#0#9#7#2#3#0
MEI;Elicarlos;chapecoense;11.50;1.10;chapecoense;ponte preta;30#44#0#0#0#2#1#0#0
ATA;Erik;goiás;11.48;0.20;grêmio;goiás;10#19#1#1#3#2#5#3#0
ZAG;Ernando;internacional;11.38;12.70;são paulo;internacional;6#14#0#1#1#2#2#1#0
TEC;Oswaldo De Oliveira;flamengo;11.37;7.75;fluminense;flamengo;-#-#-#-#-#-#-#-#-
LAT;Ferrugem;sport;11.21;4.30;sport;santos;5#20#0#0#2#2#1#3#0
GOL;Danilo Fernandes;sport;11.19;8.00;sport;santos;2#16#0#0#0#0#0#0#0
TEC;Pc Gusmão;joinville;11.08;5.63;atlético-pr;joinville;-#-#-#-#-#-#-#-#-
TEC;Julinho Camargo;goiás;10.96;5.36;grêmio;goiás;-#-#-#-#-#-#-#-#-
MEI;Deivid;atlético-pr;10.96;4.40;atlético-pr;joinville;8#10#0#0#0#1#0#0#0
LAT;Marcelo Oliveira;grêmio;10.87;8.00;grêmio;goiás;
MEI;Canteros;flamengo;10.87;9.40;fluminense;flamengo;14#78#3#0#7#11#1#5#0
MEI;Robinho;palmeiras;10.83;6.60;palmeiras;corinthians;25#53#4#0#8#6#0#2#0
ATA;Diego Oliveira;pontepreta;10.79;1.10;chapecoense;ponte preta;26#32#0#1#7#14#2#2#0
MEI;Valdivia;internacional;10.63;10.30;são paulo;internacional;16#29#0#0#10#9#3#2#0
MEI;Ronaldinho Gaúcho;fluminense;10.61;0.00;fluminense;flamengo;2#35#0#0#4#3#0#1#0
GOL;Vanderlei;santos;10.60;3.70;sport;santos;0#5#0#0#0#0#0#0#0
ATA;Emerson;flamengo;10.48;0.20;fluminense;flamengo;51#61#1#2#6#16#3#4#0
LAT;Christiano;vasco;10.45;-0.60;vasco;atlético-mg;18#45#0#1#5#11#0#4#0
MEI;Nikão;atlético-pr;10.43;-0.30;atlético-pr;joinville;21#46#4#1#3#2#4#3#0
MEI;Renato;santos;10.39;3.10;sport;santos;8#20#0#0#0#2#0#0#0
LAT;Dener Assunção;chapecoense;10.28;0.30;chapecoense;ponte preta;25#85#1#1#2#6#0#2#0
MEI;Leandro Donizete;atlético-mg;10.18;6.30;vasco;atlético-mg;18#40#1#0#1#3#0#0#0
ZAG;Thiago Heleno;figueirense;10.14;-2.80;cruzeiro;figueirense;6#26#0#0#0#4#0#0#0
ZAG;David Braz;santos;10.09;-0.30;sport;santos;8#78#0#0#0#4#1#2#0
ATA;Vagner Love;corinthians;10.06;1.20;palmeiras;corinthians;20#27#1#0#5#6#6#7#0
MEI;Wendel;sport;9.97;2.00;sport;santos;23#21#0#0#2#10#1#1#0
TEC;Mano Menezes;cruzeiro;9.93;0.00;cruzeiro;figueirense;-#-#-#-#-#-#-#-#-
LAT;Armero;flamengo;9.83;8.30;fluminense;flamengo;4#15#2#0#0#1#0#1#0
GOL;Wilson;coritiba;9.77;5.00;avaí;coritiba;2#4#0#0#0#0#0#0#0
MEI;Walace;grêmio;9.76;4.20;grêmio;goiás;
LAT;Eduardo;atlético-pr;9.75;0.00;atlético-pr;joinville;15#91#1#0#2#7#0#0#0
ZAG;Samir;flamengo;9.30;8.20;fluminense;flamengo;12#10#0#0#0#5#0#0#0
TEC;Argel Fucks;internacional;9.30;8.83;são paulo;internacional;-#-#-#-#-#-#-#-#-
MEI;Rodrigo;goiás;9.29;-1.50;grêmio;goiás;10#45#1#0#5#6#1#0#0
TEC;Doriva;pontepreta;9.13;1.33;chapecoense;ponte preta;-#-#-#-#-#-#-#-#-
TEC;Vinícius Eutrópio;chapecoense;9.10;3.35;chapecoense;ponte preta;-#-#-#-#-#-#-#-#-
MEI;Alan Patrick;flamengo;9.08;14.50;fluminense;flamengo;17#40#3#0#6#5#4#1#0
MEI;David;goiás;9.02;8.20;grêmio;goiás;5#26#1#0#1#2#0#0#0
MEI;Paulo Roberto;figueirense;8.95;0.10;cruzeiro;figueirense;19#51#0#0#1#9#1#0#0
ATA;Zé Eduardo;goiás;8.69;4.60;grêmio;goiás;10#12#0#0#3#5#1#3#0
LAT;Sueliton;figueirense;8.69;0.00;cruzeiro;figueirense;12#16#2#0#1#0#0#0#0
MEI;Giovanni Augusto;atlético-mg;8.67;5.60;vasco;atlético-mg;27#55#3#1#7#7#3#0#0
MEI;Julio Dos Santos;vasco;8.63;2.30;vasco;atlético-mg;11#42#0#0#3#3#0#0#0
ATA;André;sport;8.61;3.90;sport;santos;20#40#3#1#3#8#6#13#0
MEI;Bruno Silva;chapecoense;8.61;0.90;chapecoense;ponte preta;8#54#0#0#4#5#1#5#0
ATA;Malcom;corinthians;8.57;5.00;palmeiras;corinthians;36#44#1#2#11#6#1#2#0
LAT;William;internacional;8.46;10.20;são paulo;internacional;18#43#1#0#1#0#0#0#0
ZAG;Manoel;cruzeiro;8.42;-0.30;cruzeiro;figueirense;15#52#0#0#2#6#1#0#0
TEC;Ney Franco;coritiba;8.35;2.78;avaí;coritiba;-#-#-#-#-#-#-#-#-
MEI;Marcelinho Paraíba;joinville;8.32;-0.20;atlético-pr;joinville;
LAT;Renê;sport;8.32;4.70;sport;santos;22#90#3#0#3#2#1#0#0
ATA;Bruno Rangel;chapecoense;8.25;0.00;chapecoense;ponte preta;7#6#0#0#4#8#7#5#0
ZAG;Bruno Aguiar;joinville;8.23;5.30;atlético-pr;joinville;8#16#0#0#1#3#2#0#0
MEI;Nilton;internacional;8.20;4.80;são paulo;internacional;12#36#1#0#1#8#1#1#0
LAT;Marquinhos Pedroso;figueirense;8.05;3.40;cruzeiro;figueirense;25#36#1#0#3#1#0#0#0
MEI;Marquinhos Gabriel;santos;8.03;4.70;sport;santos;14#25#2#0#0#6#0#3#0
ZAG;Pedro Geromel;grêmio;7.94;5.20;grêmio;goiás;15#35#0#1#0#3#0#4#0
ZAG;Felipe;corinthians;7.76;0.00;palmeiras;corinthians;5#21#0#0#2#5#1#0#0
LAT;Carlinhos;coritiba;7.68;7.20;avaí;coritiba;9#17#0#0#0#1#0#0#0
ATA;Lucas Barrios;palmeiras;7.49;-0.20;palmeiras;corinthians;1#10#0#1#2#2#0#5#0
LAT;Mário Sérgio;joinville;7.49;6.70;atlético-pr;joinville;14#43#0#0#2#4#1#0#0
MEI;Douglas;grêmio;7.46;0.00;grêmio;goiás;15#90#2#0#5#14#2#0#1
ATA;Nenê;vasco;7.45;-0.30;vasco;atlético-mg;15#27#0#0#2#3#0#1#0
ATA;Maikon Leite;sport;7.43;0.20;sport;santos;11#31#2#1#8#12#3#3#0
ZAG;Neto;chapecoense;7.29;8.00;chapecoense;ponte preta;12#32#0#0#1#3#2#0#0
ATA;Henrique Almeida;coritiba;7.28;0.30;avaí;coritiba;6#12#0#0#2#6#3#0#0
ATA;Bobô;grêmio;7.27;14.60;grêmio;goiás;3#5#1#0#0#3#1#3#0
TEC;Jorginho;vasco;7.21;-0.26;vasco;atlético-mg;-#-#-#-#-#-#-#-#-
LAT;Pablo;avaí;7.18;0.60;avaí;coritiba;39#51#0#0#2#5#0#2#0
ATA;Clayton;figueirense;7.06;-0.70;cruzeiro;figueirense;
TEC;René Simões;figueirense;7.01;0.32;cruzeiro;figueirense;-#-#-#-#-#-#-#-#-
GOL;Agenor;joinville;6.90;10.90;atlético-pr;joinville;4#13#0#0#0#0#0#0#0
ATA;Marcão;figueirense;6.89;1.90;cruzeiro;figueirense;17#17#0#0#7#7#2#11#0
ZAG;Renato Chaves;pontepreta;6.88;-1.10;chapecoense;ponte preta;10#33#0#0#3#4#1#1#0
LAT;Diogo Barbosa;goiás;6.87;4.30;grêmio;goiás;21#50#0#0#1#6#0#2#0
ATA;Kayke;flamengo;6.81;15.00;fluminense;flamengo;1#8#0#0#0#2#2#3#0
LAT;Guilherme Arana;corinthians;6.74;9.10;palmeiras;corinthians;6#11#0#0#1#2#0#0#0
ZAG;Fred;goiás;6.74;8.80;grêmio;goiás;7#18#0#1#4#7#1#1#0
MEI;Josimar;pontepreta;6.67;0.00;chapecoense;ponte preta;14#46#1#0#2#5#0#0#0
MEI;Marlone;sport;6.53;2.00;sport;santos;22#44#2#0#9#10#2#2#0
MEI;Márcio Araújo;flamengo;6.43;-1.50;fluminense;flamengo;27#36#0#0#0#6#0#0#0
ATA;Jorge Henrique;vasco;6.33;1.20;vasco;atlético-mg;16#14#0#0#1#0#0#1#0
ATA;Felipe Azevedo;pontepreta;6.31;0.00;chapecoense;ponte preta;35#78#0#1#10#15#3#1#0
MEI;Rafael Carioca;atlético-mg;6.25;0.00;vasco;atlético-mg;27#44#1#0#2#6#0#0#0
GOL;Paulo Victor;flamengo;6.24;16.40;fluminense;flamengo;3#7#0#0#0#0#0#0#0
MEI;Rodrigo Dourado;internacional;6.20;0.10;são paulo;internacional;11#27#2#0#1#5#0#2#0
LAT;Sidcley;atlético-pr;6.20;3.10;atlético-pr;joinville;10#34#0#0#1#2#1#0#0
GOL;Tiago;grêmio;6.17;14.20;grêmio;goiás;2#8#0#0#0#0#0#0#0
LAT;Fabrício;cruzeiro;6.16;0.00;cruzeiro;figueirense;17#47#0#0#4#2#0#2#0
MEI;Fabinho;figueirense;6.06;3.40;cruzeiro;figueirense;
GOL;Muriel;internacional;6.03;4.70;são paulo;internacional;2#5#0#0#0#0#0#0#0
TEC;Gilson Kleina;avaí;6.00;1.06;avaí;coritiba;-#-#-#-#-#-#-#-#-
LAT;Pará;flamengo;5.97;0.00;fluminense;flamengo;11#48#1#0#1#2#0#3#0
MEI;Lucas;vasco;5.94;-0.80;vasco;atlético-mg;1#16#0#0#1#2#1#1#0
LAT;Edson Ratinho;joinville;5.91;7.00;atlético-pr;joinville;3#3#0#0#0#0#0#0#0
MEI;Marciel;corinthians;5.87;18.10;palmeiras;corinthians;1#3#0#0#1#0#1#0#0
MEI;Alan Santos;coritiba;5.78;0.00;avaí;coritiba;3#13#0#0#0#2#0#0#0
MEI;Cleber Santana;chapecoense;5.73;0.10;chapecoense;ponte preta;9#45#2#0#3#6#1#0#0
ZAG;Henrique;fluminense;5.70;2.30;fluminense;flamengo;5#18#1#0#0#1#0#1#0
MEI;Ariel Cabral;cruzeiro;5.70;4.90;cruzeiro;figueirense;3#3#0#0#0#2#0#0#0
ZAG;Ferron;pontepreta;5.61;-0.40;chapecoense;ponte preta;3#3#0#0#0#0#0#0#0
MEI;Diguinho;vasco;5.60;0.00;vasco;atlético-mg;4#9#0#0#0#0#0#0#0
MEI;Elton;pontepreta;5.53;1.90;chapecoense;ponte preta;1#15#0#0#2#2#0#0#0
MEI;Néstor Camacho;avaí;5.45;4.10;avaí;coritiba;5#14#3#1#2#7#1#3#0
MEI;Hernani;atlético-pr;5.44;3.60;atlético-pr;joinville;15#73#0#0#4#20#3#1#0
LAT;Reinaldo;sãopaulo;5.42;5.70;são paulo;internacional;7#34#0#0#2#1#0#1#0
MEI;Wilder;sãopaulo;5.41;4.90;são paulo;internacional;4#1#0#2#0#1#1#0#0
LAT;Zeca;santos;5.22;3.50;sport;santos;9#33#2#0#0#1#0#0#0
LAT;Auro;sãopaulo;5.20;0.00;são paulo;internacional;5#5#0#0#0#1#0#0#0
ATA;Tiago Luis;chapecoense;5.20;-1.40;chapecoense;ponte preta;
ZAG;Paulão;internacional;5.14;2.50;são paulo;internacional;2#23#0#1#1#1#1#0#0
LAT;Nino Paraíba;avaí;4.79;-1.30;avaí;coritiba;18#87#2#0#2#3#0#4#0
MEI;Gustavo Scarpa;fluminense;4.74;4.60;fluminense;flamengo;19#47#1#0#6#2#2#2#0
ZAG;Bressan;grêmio;4.72;3.00;grêmio;goiás;3#5#0#0#0#1#0#0#0
MEI;Ruy;coritiba;4.64;0.00;avaí;coritiba;19#51#1#0#7#5#1#0#0
ATA;Kempes;joinville;4.46;0.70;atlético-pr;joinville;12#31#0#0#6#11#4#8#0
ZAG;Walisson Maia;coritiba;4.22;0.00;avaí;coritiba;7#7#0#0#0#0#0#0#0
ATA;Gabriel Jesus;palmeiras;4.13;2.20;palmeiras;corinthians;8#14#0#0#1#3#2#3#0
ZAG;Bruno Rodrigo;cruzeiro;4.10;-0.10;cruzeiro;figueirense;3#15#0#0#1#3#0#0#0
ZAG;Emerson;avaí;4.08;4.90;avaí;coritiba;6#39#0#0#3#6#1#1#0
ATA;Marcos Junior;fluminense;4.06;1.30;fluminense;flamengo;32#28#0#0#7#5#3#6#0
GOL;Renan Ribeiro;sãopaulo;4.04;6.20;são paulo;internacional;1#6#0#0#0#0#0#0#0
ATA;Leandrão;vasco;4.00;0.00;vasco;atlético-mg;0#0#0#0#0#0#0#0#0
ZAG;Alef;joinville;4.00;0.00;atlético-pr;joinville;0#0#0#0#0#0#0#0#0
ZAG;Leandro Silva;coritiba;3.97;2.30;avaí;coritiba;10#34#1#0#1#3#0#1#0
ATA;Fernandinho;grêmio;3.95;0.00;grêmio;goiás;11#15#0#0#0#1#1#0#0
MEI;Daniel Hernández;atlético-pr;3.90;0.60;atlético-pr;joinville;4#19#2#0#3#0#0#0#0
LAT;Diego;joinville;3.88;4.50;atlético-pr;joinville;19#44#1#0#4#3#0#4#0
MEI;Eduardo Neto;avaí;3.65;1.70;avaí;coritiba;13#39#1#0#5#5#0#0#0
ATA;Allano;cruzeiro;3.60;-0.40;cruzeiro;figueirense;
MEI;Juninho;pontepreta;3.51;0.00;chapecoense;ponte preta;10#27#0#0#2#3#0#1#0
MEI;Kadu;joinville;3.50;4.00;atlético-pr;joinville;2#21#0#0#1#3#0#0#0
MEI;Lúcio Flávio;coritiba;3.46;-0.10;avaí;coritiba;27#54#0#0#8#6#0#0#0
MEI;Lucas Crispim;joinville;3.43;0.00;atlético-pr;joinville;18#29#1#1#2#2#0#3#0
LAT;Gimenez;goiás;3.43;5.40;grêmio;goiás;4#17#0#0#0#1#0#0#0
ZAG;Lyanco;sãopaulo;3.42;3.00;são paulo;internacional;0#6#0#0#0#0#0#0#0
LAT;Geferson;internacional;3.39;3.10;são paulo;internacional;11#31#0#0#1#1#0#0#0
ZAG;Edcarlos;atlético-mg;3.30;0.00;vasco;atlético-mg;2#5#0#0#1#0#0#0#0
LAT;Romário;avaí;3.28;1.70;avaí;coritiba;16#57#0#0#2#0#0#0#0
ZAG;Juninho;coritiba;3.27;4.00;avaí;coritiba;0#11#0#0#2#1#0#0#0
ZAG;Victor Ramos;palmeiras;3.23;-4.80;palmeiras;corinthians;10#46#1#1#1#2#2#1#0
MEI;Hudson;sãopaulo;3.05;0.00;são paulo;internacional;8#32#1#0#3#1#0#0#0
LAT;Ceará;cruzeiro;3.02;-2.90;cruzeiro;figueirense;1#15#1#0#0#0#0#0#0
ZAG;Vilson;chapecoense;2.92;0.00;chapecoense;ponte preta;6#34#1#0#0#0#0#0#0
MEI;Naldo;joinville;2.92;5.50;atlético-pr;joinville;8#44#1#1#1#6#0#1#0
GOL;Vagner;avaí;2.52;-6.00;avaí;coritiba;1#10#0#0#0#0#0#0#0
LAT;Lucas Ramon;grêmio;2.46;0.00;grêmio;goiás;1#6#0#0#0#0#0#0#0
MEI;Moisés;grêmio;2.45;0.00;grêmio;goiás;0#0#0#0#0#0#0#0#0
ZAG;Wellington;atlético-pr;2.37;5.10;atlético-pr;joinville;0#4#0#0#0#0#0#0#0
MEI;Thiago Maia;santos;2.36;0.30;sport;santos;
MEI;Dener;figueirense;2.22;-3.00;cruzeiro;figueirense;5#28#0#0#0#2#0#0#0
MEI;João Schmidt;sãopaulo;1.78;0.00;são paulo;internacional;1#8#0#0#0#0#0#0#0
ZAG;Antonio Carlos;avaí;1.60;-3.20;avaí;coritiba;9#35#1#0#2#4#0#0#0
ZAG;Gustavo Henrique;santos;1.57;1.00;sport;santos;6#14#0#0#1#2#0#0#0
LAT;Pedro Botelho;atlético-mg;1.32;0.00;vasco;atlético-mg;3#10#0#0#0#1#0#0#0
ZAG;Bruno Alves;figueirense;1.20;-1.30;cruzeiro;figueirense;4#14#0#0#1#4#1#0#0
LAT;Bruno Ferreira;vasco;1.09;-1.10;vasco;atlético-mg;2#2#0#0#0#0#0#1#0
GOL;Jordi;vasco;0.81;-9.30;vasco;atlético-mg;
