POSITION;PLAYER;TEAM;VALUE;SCORE;HOME;AWAY;FS#PE#A#FT#FD#FF#G#I#PP
GOL;Victor;atlético-mg;14.66;1.00;atlético-mg;avaí;4#17#0#0#0#0#0#0#0
MEI;Jean;fluminense;14.60;8.90;coritiba;fluminense;10#72#0#0#5#14#2#0#0
TEC;Levir Culpi;atlético-mg;14.53;1.11;atlético-mg;avaí;-#-#-#-#-#-#-#-#-
ATA;Vitinho;internacional;14.49;0.00;internacional;palmeiras;20#56#2#0#5#15#4#1#0
MEI;Michel Bastos;sãopaulo;14.42;10.30;santos;são paulo;9#93#0#0#5#20#5#12#0
LAT;Gilson;pontepreta;14.22;5.40;ponte preta;vasco;28#68#2#0#3#5#0#5#0
ATA;Alexandre Pato;sãopaulo;14.19;0.00;santos;são paulo;35#56#4#1#11#8#7#11#0
GOL;Fernando Prass;palmeiras;14.17;3.00;internacional;palmeiras;5#19#0#0#0#0#0#0#0
TEC;Juan Carlos Osorio;sãopaulo;14.16;8.74;santos;são paulo;-#-#-#-#-#-#-#-#-
MEI;Giuliano;grêmio;13.94;-0.80;corinthians;grêmio;16#74#6#0#5#9#4#3#0
LAT;Victor Ferraz;santos;13.78;-0.30;santos;são paulo;7#67#4#0#3#2#1#1#0
MEI;Rithely;sport;13.69;2.10;goiás;sport;
ZAG;Luan;vasco;13.68;4.80;ponte preta;vasco;13#40#0#0#2#2#0#0#0
ATA;Alecsandro;palmeiras;13.60;8.00;internacional;palmeiras;20#28#3#0#10#7#2#6#0
ZAG;Gum;fluminense;13.39;1.50;coritiba;fluminense;11#52#1#1#4#2#0#0#0
LAT;Marcos Rocha;atlético-mg;13.25;0.00;atlético-mg;avaí;8#38#1#0#1#1#0#1#0
ZAG;Leonardo Silva;atlético-mg;13.07;0.40;atlético-mg;avaí;19#50#1#0#4#7#1#4#0
TEC;Dorival Júnior;santos;12.96;1.55;santos;são paulo;-#-#-#-#-#-#-#-#-
ATA;Eduardo Sasha;internacional;12.86;0.50;internacional;palmeiras;13#33#1#2#7#3#2#0#0
TEC;Enderson Moreira;fluminense;12.83;1.75;coritiba;fluminense;-#-#-#-#-#-#-#-#-
LAT;Edílson;corinthians;12.71;0.00;corinthians;grêmio;5#15#1#1#1#0#0#0#0
ATA;Biro Biro;pontepreta;12.62;0.00;ponte preta;vasco;43#74#3#1#16#14#3#4#0
ZAG;Kadu;atlético-pr;12.44;5.60;figueirense;atlético-pr;8#42#0#1#0#2#1#2#0
ATA;Emerson;flamengo;12.38;10.10;flamengo;cruzeiro;53#62#1#2#6#17#4#4#0
MEI;Henrique;cruzeiro;12.32;1.30;flamengo;cruzeiro;29#47#0#1#5#10#1#1#0
TEC;Marcelo Oliveira;palmeiras;12.27;4.40;internacional;palmeiras;-#-#-#-#-#-#-#-#-
TEC;Mano Menezes;cruzeiro;12.10;8.07;flamengo;cruzeiro;-#-#-#-#-#-#-#-#-
MEI;Patrick;goiás;12.09;7.90;goiás;sport;27#24#0#0#1#5#0#0#0
TEC;Milton Mendes;atlético-pr;12.05;1.69;figueirense;atlético-pr;-#-#-#-#-#-#-#-#-
ZAG;Durval;sport;12.04;1.40;goiás;sport;7#65#0#0#3#2#0#4#0
MEI;Camilo;chapecoense;11.94;1.30;joinville;chapecoense;20#61#2#0#5#11#1#8#0
ATA;Erik;goiás;11.90;2.40;goiás;sport;
TEC;Roger Machado;grêmio;11.90;3.20;corinthians;grêmio;-#-#-#-#-#-#-#-#-
GOL;Fábio;cruzeiro;11.85;-2.00;flamengo;cruzeiro;4#7#0#0#0#0#0#0#0
LAT;Apodi;chapecoense;11.80;4.90;joinville;chapecoense;36#75#0#0#9#7#2#3#0
TEC;Eduardo Baptista;sport;11.65;1.52;goiás;sport;-#-#-#-#-#-#-#-#-
ATA;Vagner Love;corinthians;11.63;9.20;corinthians;grêmio;23#27#1#0#5#7#7#9#0
MEI;Elicarlos;chapecoense;11.63;1.60;joinville;chapecoense;32#46#0#0#0#2#1#0#0
MEI;Renato Augusto;corinthians;11.52;2.40;corinthians;grêmio;19#84#3#1#12#11#0#3#0
ATA;Thiago Ribeiro;atlético-mg;11.49;-1.40;atlético-mg;avaí;14#65#1#0#10#14#6#9#0
LAT;Rafael Galhardo;grêmio;11.45;0.00;corinthians;grêmio;29#79#1#2#8#10#2#4#0
ATA;Ananias;chapecoense;11.44;0.00;joinville;chapecoense;32#29#1#0#5#5#1#1#0
MEI;Ralf;corinthians;11.43;3.60;corinthians;grêmio;9#18#0#0#1#0#1#0#0
LAT;Dener Assunção;chapecoense;11.30;5.60;joinville;chapecoense;26#95#1#1#2#7#0#2#0
MEI;Cícero;fluminense;11.06;0.00;coritiba;fluminense;14#27#1#1#5#4#2#3#0
ZAG;Edu Dracena;corinthians;11.06;0.00;corinthians;grêmio;2#10#0#0#2#4#0#3#0
ATA;Diego Oliveira;pontepreta;11.05;2.30;ponte preta;vasco;27#34#0#1#8#15#2#2#0
TEC;Pc Gusmão;joinville;10.96;3.52;joinville;chapecoense;-#-#-#-#-#-#-#-#-
ZAG;Rafael Lima;chapecoense;10.96;9.10;joinville;chapecoense;9#51#1#0#2#1#0#2#0
MEI;Jonas;flamengo;10.89;-0.50;flamengo;cruzeiro;20#31#0#0#1#5#0#1#0
LAT;Christiano;vasco;10.86;1.70;ponte preta;vasco;20#49#0#1#5#12#0#4#0
TEC;Oswaldo De Oliveira;flamengo;10.82;3.48;flamengo;cruzeiro;
ATA;Henrique Almeida;coritiba;10.81;15.90;coritiba;fluminense;8#14#0#0#4#6#5#2#0
TEC;Julinho Camargo;goiás;10.78;3.23;goiás;sport;-#-#-#-#-#-#-#-#-
MEI;Deivid;atlético-pr;10.76;2.60;figueirense;atlético-pr;9#11#0#0#0#1#0#0#0
GOL;Wilson;coritiba;10.68;8.50;coritiba;fluminense;3#4#0#0#0#0#0#0#0
LAT;Ferrugem;sport;10.60;0.60;goiás;sport;5#22#0#0#2#2#1#3#0
ZAG;David Braz;santos;10.50;1.90;santos;são paulo;9#79#0#0#0#4#1#2#0
MEI;Nikão;atlético-pr;10.41;-0.30;figueirense;atlético-pr;22#50#4#1#3#3#4#3#0
LAT;Eduardo;atlético-pr;10.17;5.80;figueirense;atlético-pr;16#94#1#0#2#7#0#1#0
GOL;Danilo Fernandes;sport;10.12;1.00;goiás;sport;2#16#0#0#0#0#0#0#0
MEI;Rodrigo;goiás;10.11;3.10;goiás;sport;12#46#1#0#5#6#1#0#0
GOL;Alex Muralha;figueirense;10.00;-9.00;figueirense;atlético-pr;2#6#0#0#0#0#0#0#0
MEI;Wendel;sport;9.97;1.70;goiás;sport;23#21#0#0#2#10#1#1#0
ATA;Nenê;vasco;9.85;10.20;ponte preta;vasco;21#32#0#0#2#4#1#1#0
MEI;Renato;santos;9.84;-0.30;santos;são paulo;8#21#0#0#0#2#0#0#0
ZAG;Manoel;cruzeiro;9.75;6.70;flamengo;cruzeiro;16#53#0#0#2#7#1#0#0
TEC;Doriva;pontepreta;9.74;4.34;ponte preta;vasco;-#-#-#-#-#-#-#-#-
GOL;Vanderlei;santos;9.62;-2.00;santos;são paulo;0#5#0#0#0#0#0#0#0
LAT;Marcelo Oliveira;grêmio;9.59;-0.10;corinthians;grêmio;26#50#1#1#4#7#1#2#0
TEC;Vinícius Eutrópio;chapecoense;9.51;4.92;joinville;chapecoense;-#-#-#-#-#-#-#-#-
ATA;Cristaldo;palmeiras;9.51;-0.80;internacional;palmeiras;
MEI;Walace;grêmio;9.44;1.80;corinthians;grêmio;19#66#1#0#4#4#0#0#0
ATA;André;sport;9.44;7.50;goiás;sport;20#40#3#1#3#8#7#13#0
LAT;Marquinhos Pedroso;figueirense;9.42;9.90;figueirense;atlético-pr;27#41#1#0#3#1#1#0#0
ZAG;Guti;joinville;9.34;0.00;joinville;chapecoense;9#29#0#0#0#2#1#0#0
MEI;Leandro Donizete;atlético-mg;9.32;0.70;atlético-mg;avaí;22#45#1#0#1#3#0#0#0
ZAG;Ernando;internacional;9.31;-0.40;internacional;palmeiras;6#16#0#1#1#3#2#1#0
MEI;Valdivia;internacional;9.16;0.80;internacional;palmeiras;17#33#0#0#12#9#3#3#0
MEI;Bruno Silva;chapecoense;9.11;3.40;joinville;chapecoense;10#55#0#0#5#5#1#5#0
ZAG;Felipe;corinthians;9.03;4.20;corinthians;grêmio;6#22#1#0#2#5#1#0#0
TEC;Ney Franco;coritiba;8.99;5.46;coritiba;fluminense;-#-#-#-#-#-#-#-#-
MEI;Paulo Roberto;figueirense;8.95;0.00;figueirense;atlético-pr;19#51#0#0#1#9#1#0#0
ATA;Malcom;corinthians;8.83;5.50;corinthians;grêmio;36#48#2#2#11#6#1#2#0
LAT;Bruno;sãopaulo;8.82;5.50;santos;são paulo;12#47#1#0#0#1#0#0#0
ATA;Paulinho;flamengo;8.80;8.90;flamengo;cruzeiro;6#28#0#0#6#5#1#0#0
ATA;Kayke;flamengo;8.74;16.00;flamengo;cruzeiro;1#10#1#0#4#4#3#3#0
LAT;Mário Sérgio;joinville;8.71;11.80;joinville;chapecoense;17#43#0#0#2#4#1#0#0
ZAG;Renato Chaves;pontepreta;8.60;8.10;ponte preta;vasco;10#34#0#0#3#4#1#1#0
ATA;Gabriel;santos;8.56;-0.80;santos;são paulo;27#37#0#3#8#10#4#15#0
LAT;Armero;flamengo;8.50;-0.10;flamengo;cruzeiro;5#17#2#0#0#1#0#1#0
ATA;Zé Eduardo;goiás;8.49;2.10;goiás;sport;
MEI;David;goiás;8.46;3.80;goiás;sport;5#34#2#0#1#2#0#0#0
ZAG;Bruno Aguiar;joinville;8.35;5.00;joinville;chapecoense;8#16#0#0#1#3#2#0#0
MEI;Marcelinho Paraíba;joinville;8.27;-0.40;joinville;chapecoense;9#59#2#0#5#8#4#5#0
ZAG;Alex Alves;goiás;8.17;0.00;goiás;sport;4#6#0#0#0#2#0#1#0
MEI;Julio Dos Santos;vasco;8.17;-0.50;ponte preta;vasco;13#51#0#0#3#3#0#0#0
MEI;Giovanni Augusto;atlético-mg;8.15;1.90;atlético-mg;avaí;27#62#4#1#7#7#3#0#0
ATA;Rogério;sãopaulo;8.12;14.80;santos;são paulo;3#5#0#0#1#1#1#0#0
TEC;Argel Fucks;internacional;8.12;1.08;internacional;palmeiras;-#-#-#-#-#-#-#-#-
MEI;Douglas;grêmio;8.11;2.60;corinthians;grêmio;15#100#2#0#6#17#3#0#2
ATA;Edigar Junio;joinville;8.08;0.00;joinville;chapecoense;22#13#2#3#3#6#1#0#0
MEI;Josimar;pontepreta;7.95;7.40;ponte preta;vasco;15#52#1#0#2#6#0#0#0
MEI;Marquinhos Gabriel;santos;7.86;3.00;santos;são paulo;15#28#2#0#0#6#0#3#0
ZAG;Luccas Claro;coritiba;7.79;0.00;coritiba;fluminense;10#32#0#0#3#2#0#1#0
ZAG;Samir;flamengo;7.79;-1.10;flamengo;cruzeiro;12#10#0#0#0#6#0#0#0
LAT;Carlinhos;coritiba;7.57;5.30;coritiba;fluminense;11#20#0#0#0#1#0#0#0
ATA;Bruno Rangel;chapecoense;7.56;3.70;joinville;chapecoense;7#6#0#1#4#9#7#5#0
ZAG;Pedro Geromel;grêmio;7.50;2.00;corinthians;grêmio;15#38#0#1#0#3#0#4#0
MEI;Rodrigo Dourado;internacional;7.45;6.60;internacional;palmeiras;12#30#2#0#1#5#0#2#0
LAT;Renê;sport;7.41;-0.90;goiás;sport;22#93#3#0#3#2#1#0#0
LAT;Diogo Barbosa;goiás;7.40;6.30;goiás;sport;
ATA;Riascos;vasco;7.39;0.00;ponte preta;vasco;20#26#0#0#6#15#3#6#0
TEC;Jorginho;vasco;7.35;1.29;ponte preta;vasco;-#-#-#-#-#-#-#-#-
ZAG;Neto;chapecoense;7.30;6.60;joinville;chapecoense;13#34#0#0#1#3#2#0#0
MEI;Alan Patrick;flamengo;7.29;2.50;flamengo;cruzeiro;18#43#3#0#6#5#4#1#0
ATA;Maikon Leite;sport;7.28;-0.60;goiás;sport;12#33#2#1#8#12#3#3#0
ATA;Bobô;grêmio;7.23;9.10;corinthians;grêmio;6#6#2#0#1#4#1#3#0
MEI;Nilton;internacional;7.21;-1.20;internacional;palmeiras;13#40#1#0#1#8#1#1#0
ATA;Osvaldo;fluminense;7.18;-2.70;coritiba;fluminense;8#14#0#0#0#2#0#0#0
ATA;Clayton;figueirense;7.10;-0.30;figueirense;atlético-pr;21#49#4#0#5#9#2#16#0
MEI;Marlone;sport;7.07;4.50;goiás;sport;22#44#3#0#9#10#2#2#0
ZAG;Ewerton Páscoa;sport;6.99;0.00;goiás;sport;2#3#1#0#0#0#0#0#0
TEC;René Simões;figueirense;6.94;0.64;figueirense;atlético-pr;-#-#-#-#-#-#-#-#-
LAT;Guilherme Arana;corinthians;6.94;8.50;corinthians;grêmio;8#15#0#0#1#2#1#0#0
MEI;Alan Santos;coritiba;6.86;7.00;coritiba;fluminense;4#18#0#0#0#2#0#0#0
LAT;William;internacional;6.82;-0.20;internacional;palmeiras;18#46#1#0#1#0#0#0#0
ZAG;Ferron;pontepreta;6.73;5.50;ponte preta;vasco;3#3#0#0#1#0#0#0#0
GOL;Agenor;joinville;6.71;7.90;joinville;chapecoense;5#15#0#0#0#0#0#0#0
LAT;Sidcley;atlético-pr;6.70;4.80;figueirense;atlético-pr;10#37#0#0#1#3#1#0#0
ATA;Everton;grêmio;6.64;13.10;corinthians;grêmio;3#5#0#0#2#3#1#0#0
MEI;Tinga;avaí;6.51;3.50;atlético-mg;avaí;
LAT;Leandro Silva;figueirense;6.46;0.00;figueirense;atlético-pr;11#61#0#0#0#5#0#0#0
MEI;Rafael Carioca;atlético-mg;6.43;-0.40;atlético-mg;avaí;28#47#1#0#2#6#0#0#0
MEI;Ariel Cabral;cruzeiro;6.21;5.30;flamengo;cruzeiro;4#3#0#0#1#3#0#0#0
MEI;Maicon;grêmio;6.15;3.80;corinthians;grêmio;10#57#1#0#4#5#1#1#0
TEC;Gilson Kleina;avaí;6.14;1.59;atlético-mg;avaí;-#-#-#-#-#-#-#-#-
LAT;Pará;flamengo;6.06;4.50;flamengo;cruzeiro;11#52#2#0#1#2#0#3#0
ZAG;Fred;goiás;5.95;3.10;goiás;sport;7#19#0#1#4#7#1#1#0
ZAG;Leandro Almeida;palmeiras;5.92;-0.80;internacional;palmeiras;4#27#0#0#3#3#0#2#0
MEI;Cleber Santana;chapecoense;5.90;1.00;joinville;chapecoense;10#49#2#0#4#7#1#0#0
MEI;Fabinho;figueirense;5.89;1.90;figueirense;atlético-pr;16#46#0#0#3#4#1#4#0
MEI;João Vitor;figueirense;5.81;-0.60;figueirense;atlético-pr;15#14#0#0#1#5#1#0#0
LAT;Reinaldo;sãopaulo;5.79;6.60;santos;são paulo;7#35#0#0#2#2#0#1#0
ZAG;Edson Silva;sãopaulo;5.75;6.10;santos;são paulo;0#14#0#0#0#0#0#1#0
MEI;Murilo Henrique;goiás;5.72;0.00;goiás;sport;7#20#0#0#5#6#0#2#0
LAT;Nino Paraíba;avaí;5.43;2.30;atlético-mg;avaí;22#90#2#0#2#3#0#4#0
ZAG;Henrique;fluminense;5.43;0.50;coritiba;fluminense;6#22#1#0#0#1#0#1#0
ATA;Vinícius Araújo;cruzeiro;5.42;9.30;flamengo;cruzeiro;10#10#1#0#5#6#2#9#0
MEI;Diguinho;vasco;5.40;2.60;ponte preta;vasco;7#14#0#0#0#0#0#0#0
ATA;Anderson Lopes;avaí;5.35;0.70;atlético-mg;avaí;21#26#2#1#3#10#3#9#0
MEI;Adriano;avaí;5.31;0.00;atlético-mg;avaí;
ZAG;Paulão;internacional;5.19;2.30;internacional;palmeiras;2#25#0#1#1#1#1#0#0
ZAG;Bruno Rodrigo;cruzeiro;5.11;5.20;flamengo;cruzeiro;3#17#0#0#1#4#0#0#0
GOL;Muriel;internacional;5.10;-1.00;internacional;palmeiras;2#5#0#0#0#0#0#0#0
LAT;Zeca;santos;5.03;1.90;santos;são paulo;11#34#2#0#0#1#0#0#0
ZAG;Lyanco;sãopaulo;5.02;10.00;santos;são paulo;0#6#0#0#0#3#0#0#0
LAT;João Paulo;palmeiras;5.01;-2.50;internacional;palmeiras;2#4#0#0#0#2#0#0#0
ZAG;Juninho;coritiba;4.97;10.10;coritiba;fluminense;1#11#0#0#2#1#0#0#0
MEI;Arouca;palmeiras;4.88;3.00;internacional;palmeiras;16#28#1#0#1#2#0#0#0
MEI;Ruy;coritiba;4.85;1.20;coritiba;fluminense;21#56#1#0#8#5#1#0#0
MEI;Hernani;atlético-pr;4.78;-0.50;figueirense;atlético-pr;16#77#0#0#4#21#3#1#0
ATA;Allano;cruzeiro;4.74;5.50;flamengo;cruzeiro;12#14#0#0#5#6#0#2#0
MEI;Douglas;fluminense;4.68;6.80;coritiba;fluminense;1#3#0#0#0#0#0#0#0
LAT;Ivan;coritiba;4.68;0.00;coritiba;fluminense;10#18#0#0#0#2#0#1#0
GOL;Renan Ribeiro;sãopaulo;4.55;7.70;santos;são paulo;1#7#0#0#0#0#0#0#0
ZAG;Bressan;grêmio;4.46;1.10;corinthians;grêmio;4#7#0#0#0#1#0#0#0
MEI;Néstor Camacho;avaí;4.39;-1.80;atlético-mg;avaí;5#18#3#1#4#9#1#4#0
ATA;Kempes;joinville;4.25;-0.50;joinville;chapecoense;12#31#0#0#7#11#4#9#0
MEI;Lúcio Flávio;coritiba;4.23;3.80;coritiba;fluminense;28#62#1#0#8#7#0#0#0
GOL;Tiago;grêmio;4.13;1.00;corinthians;grêmio;2#8#0#0#0#0#0#0#0
LAT;Gimenez;goiás;4.12;7.50;goiás;sport;
MEI;Gustavo Scarpa;fluminense;4.11;0.50;coritiba;fluminense;22#51#1#0#6#2#2#2#0
MEI;Hudson;sãopaulo;4.05;4.60;santos;são paulo;9#32#1#0#3#1#0#0#0
MEI;Rafael Longuine;santos;4.05;2.30;santos;são paulo;4#15#1#0#5#3#0#0#0
GOL;Vagner;avaí;3.94;2.50;atlético-mg;avaí;2#10#0#0#0#0#0#0#0
MEI;Luiz Antonio;flamengo;3.66;0.00;flamengo;cruzeiro;4#19#1#0#2#3#0#1#0
GOL;Paulo Victor;flamengo;3.63;-0.20;flamengo;cruzeiro;3#11#0#0#0#0#0#0#0
LAT;João Pedro;palmeiras;3.42;0.00;internacional;palmeiras;2#11#0#0#0#0#0#0#0
LAT;Pará;cruzeiro;3.39;6.40;flamengo;cruzeiro;15#29#1#0#0#1#0#0#0
LAT;Ceará;cruzeiro;3.37;-0.50;flamengo;cruzeiro;1#15#1#0#0#0#0#0#0
MEI;Daniel Hernández;atlético-pr;3.33;-1.80;figueirense;atlético-pr;5#25#2#0#3#0#0#0#0
ATA;Leandrão;vasco;3.28;0.00;ponte preta;vasco;0#4#0#0#1#1#0#0#0
ATA;Romulo;avaí;3.25;0.80;atlético-mg;avaí;20#20#0#1#8#12#2#1#0
MEI;Juninho;pontepreta;3.23;-0.60;ponte preta;vasco;10#29#0#0#2#3#0#1#0
MEI;Marciel;corinthians;3.11;0.40;corinthians;grêmio;2#5#0#0#2#0#1#0#0
LAT;Romário;avaí;3.09;0.40;atlético-mg;avaí;19#59#0#0#2#0#0#0#0
MEI;Naldo;joinville;3.06;5.20;joinville;chapecoense;8#46#1#1#1#7#0#1#0
MEI;Amaral;palmeiras;2.98;-5.40;internacional;palmeiras;2#9#0#0#1#2#0#0#0
ZAG;Saimon;figueirense;2.95;0.00;figueirense;atlético-pr;0#14#0#0#1#1#0#0#0
LAT;Geferson;internacional;2.75;-0.80;internacional;palmeiras;11#36#0#0#1#1#0#0#0
ATA;Cesinha;pontepreta;2.67;0.00;ponte preta;vasco;
MEI;Thiago Maia;santos;2.67;1.90;santos;são paulo;11#36#0#0#0#4#1#0#0
MEI;João Paulo;coritiba;2.64;0.00;coritiba;fluminense;13#49#0#0#2#1#0#0#0
ZAG;Wellington;atlético-pr;2.61;5.40;figueirense;atlético-pr;2#5#0#0#0#1#0#1#0
MEI;Dener;figueirense;2.44;-1.30;figueirense;atlético-pr;5#33#0#0#0#2#0#0#0
ZAG;Antonio Carlos;avaí;2.38;1.50;atlético-mg;avaí;11#39#1#0#2#4#0#0#0
MEI;Kadu;joinville;2.10;-4.00;joinville;chapecoense;4#26#0#0#1#3#0#0#0
LAT;Bruno Ferreira;vasco;1.71;1.80;ponte preta;vasco;3#4#0#0#0#1#0#1#0
ATA;Michael;fluminense;1.58;-0.40;coritiba;fluminense;3#3#0#0#1#0#0#0#0
ZAG;Gustavo Henrique;santos;1.55;0.70;santos;são paulo;6#15#0#0#2#2#0#0#0
ZAG;Jéci;avaí;1.49;0.00;atlético-mg;avaí;16#39#0#0#5#5#0#4#0
ZAG;Bruno Alves;figueirense;1.19;-1.10;figueirense;atlético-pr;4#15#0#0#1#4#1#0#0
LAT;Pedro Botelho;atlético-mg;1.08;0.90;atlético-mg;avaí;4#15#0#0#0#1#0#1#0
GOL;Jordi;vasco;0.82;-1.00;ponte preta;vasco;
