POSITION;PLAYER;TEAM;VALUE;SCORE;HOME;AWAY;FS#PE#A#FT#FD#FF#G#I#PP
ATA;Walter;atlético-pr;15.83;-3.10;atlético-pr;corinthians;29#115#4#0#23#32#7#19#0
LAT;Egídio;palmeiras;15.70;0.00;avaí;palmeiras;30#114#4#0#6#8#1#1#0
GOL;Martín Silva;vasco;15.38;0.00;são paulo;vasco;1#4#0#0#0#0#0#0#0
TEC;Levir Culpi;atlético-mg;15.20;2.95;sport;atlético-mg;-#-#-#-#-#-#-#-#-
LAT;Marcos Rocha;atlético-mg;15.05;6.90;sport;atlético-mg;11#75#2#0#3#1#1#1#0
GOL;Victor;atlético-mg;14.80;0.70;sport;atlético-mg;5#22#0#0#0#0#0#0#0
ATA;Luis Fabiano;sãopaulo;14.71;6.70;são paulo;vasco;19#21#1#4#6#13#3#12#0
MEI;Willians;cruzeiro;14.61;4.40;cruzeiro;fluminense;52#63#2#0#1#3#1#1#0
ZAG;Durval;sport;14.60;15.70;sport;atlético-mg;14#83#0#0#3#3#0#5#0
MEI;Giuliano;grêmio;14.57;1.00;grêmio;chapecoense;20#101#7#0#7#12#6#3#0
ZAG;Matheus Ferraz;sport;14.39;7.80;sport;atlético-mg;12#54#0#1#2#4#3#0#0
ATA;Alexandre Pato;sãopaulo;14.37;-1.20;são paulo;vasco;48#79#4#1#13#12#8#12#0
MEI;Henrique;cruzeiro;14.36;13.60;cruzeiro;fluminense;36#65#0#1#6#11#1#1#0
MEI;Jean;fluminense;14.22;5.00;cruzeiro;fluminense;
TEC;Dorival Júnior;santos;14.00;1.51;santos;goiás;-#-#-#-#-#-#-#-#-
LAT;Gilson;pontepreta;13.90;4.90;ponte preta;coritiba;39#81#2#0#3#5#0#6#0
MEI;Ganso;sãopaulo;13.72;-0.70;são paulo;vasco;46#90#6#1#5#13#1#6#0
GOL;Fernando Prass;palmeiras;13.68;1.00;avaí;palmeiras;7#21#0#0#0#0#0#0#0
GOL;Danilo Fernandes;sport;13.65;14.50;sport;atlético-mg;5#20#0#0#0#0#0#0#0
LAT;Patric;atlético-mg;13.55;0.40;sport;atlético-mg;10#58#5#0#5#8#2#14#0
ZAG;Gum;fluminense;13.55;3.90;cruzeiro;fluminense;14#70#1#1#4#2#0#0#0
MEI;Marcos Guilherme;atlético-pr;13.43;0.00;atlético-pr;corinthians;21#40#3#0#16#10#3#3#0
TEC;Mano Menezes;cruzeiro;13.39;6.22;cruzeiro;fluminense;-#-#-#-#-#-#-#-#-
ATA;Biro Biro;pontepreta;13.30;1.50;ponte preta;coritiba;59#98#3#1#20#18#6#4#0
MEI;Renato Augusto;corinthians;12.88;5.40;atlético-pr;corinthians;30#112#4#3#15#16#2#4#0
ZAG;Luan;vasco;12.80;-0.40;são paulo;vasco;20#55#0#0#2#2#0#1#0
TEC;Falcão;sport;12.74;7.74;sport;atlético-mg;-#-#-#-#-#-#-#-#-
GOL;Alex Muralha;figueirense;12.67;7.40;joinville;figueirense;3#10#0#0#0#0#0#0#0
LAT;Edílson;corinthians;12.54;3.10;atlético-pr;corinthians;8#38#1#1#2#4#0#0#0
TEC;Eduardo Baptista;fluminense;12.51;5.41;cruzeiro;fluminense;-#-#-#-#-#-#-#-#-
MEI;Elias;corinthians;12.46;0.00;atlético-pr;corinthians;24#72#5#0#2#3#4#0#0
ATA;Vagner Love;corinthians;12.35;9.60;atlético-pr;corinthians;43#43#2#0#12#13#8#13#0
GOL;Fábio;cruzeiro;12.31;-1.00;cruzeiro;fluminense;4#11#0#0#0#0#0#0#0
LAT;Apodi;chapecoense;12.28;5.40;grêmio;chapecoense;
TEC;Roger Machado;grêmio;12.28;4.10;grêmio;chapecoense;-#-#-#-#-#-#-#-#-
TEC;Guto Ferreira;chapecoense;12.22;1.25;grêmio;chapecoense;-#-#-#-#-#-#-#-#-
MEI;Felipe Menezes;goiás;12.17;1.20;santos;goiás;27#99#4#0#20#10#5#2#1
ATA;Ananias;chapecoense;12.12;2.90;grêmio;chapecoense;41#45#1#0#9#6#2#2#0
MEI;Lucas Lima;santos;11.96;5.30;santos;goiás;74#140#6#1#7#3#4#1#0
TEC;Marcelo Oliveira;palmeiras;11.92;0.66;avaí;palmeiras;-#-#-#-#-#-#-#-#-
ATA;Alecsandro;palmeiras;11.89;0.20;avaí;palmeiras;22#33#3#0#12#7#2#8#0
ATA;Henrique Almeida;coritiba;11.86;10.10;ponte preta;coritiba;21#28#0#1#9#10#9#8#0
ATA;Erik;goiás;11.85;-1.10;santos;goiás;16#34#1#2#6#8#7#6#0
ATA;Nenê;vasco;11.80;6.00;são paulo;vasco;36#66#1#0#2#15#5#1#0
MEI;Marquinhos;avaí;11.72;0.00;avaí;palmeiras;22#92#1#2#4#7#2#1#0
MEI;Elicarlos;chapecoense;11.69;2.80;grêmio;chapecoense;39#58#0#0#0#3#1#0#0
MEI;Camilo;chapecoense;11.63;-1.70;grêmio;chapecoense;28#72#3#0#5#15#2#8#0
ATA;Borges;pontepreta;11.52;0.00;ponte preta;coritiba;11#21#0#0#9#16#5#12#1
MEI;Gerson;fluminense;11.41;1.40;cruzeiro;fluminense;45#55#3#0#7#9#0#9#0
TEC;Pc Gusmão;joinville;11.37;5.51;joinville;figueirense;-#-#-#-#-#-#-#-#-
LAT;Marcelo Oliveira;grêmio;10.99;6.30;grêmio;chapecoense;39#66#2#1#4#8#1#2#0
GOL;Vanderlei;santos;10.98;1.70;santos;goiás;1#9#0#0#0#0#0#0#0
LAT;Rafael Galhardo;grêmio;10.98;3.10;grêmio;chapecoense;33#110#1#2#9#12#2#4#0
MEI;Cícero;fluminense;10.81;2.20;cruzeiro;fluminense;
TEC;Felipe Moreira;pontepreta;10.77;5.17;ponte preta;coritiba;-#-#-#-#-#-#-#-#-
MEI;Deivid;atlético-pr;10.70;1.90;atlético-pr;corinthians;11#17#0#0#0#3#0#0#0
ATA;Clayton;figueirense;10.67;16.80;joinville;figueirense;27#63#6#0#10#14#5#22#0
ATA;Lisandro López;internacional;10.66;1.30;flamengo;internacional;23#27#1#2#8#8#4#14#0
ZAG;Kadu;atlético-pr;10.63;-3.10;atlético-pr;corinthians;10#55#1#1#0#8#1#2#0
ZAG;Réver;internacional;10.61;2.80;flamengo;internacional;11#26#0#0#1#0#2#2#0
TEC;Oswaldo De Oliveira;flamengo;10.52;0.13;flamengo;internacional;-#-#-#-#-#-#-#-#-
LAT;Madson;vasco;10.35;0.00;são paulo;vasco;41#88#1#0#1#2#0#4#0
ATA;André Lima;avaí;10.33;-0.30;avaí;palmeiras;16#32#2#0#5#10#8#2#0
TEC;Artur Neto;goiás;10.23;-0.74;santos;goiás;-#-#-#-#-#-#-#-#-
MEI;Walace;grêmio;10.16;6.90;grêmio;chapecoense;21#98#1#0#5#6#0#0#0
ATA;Emerson;flamengo;10.13;-2.30;flamengo;internacional;61#74#1#2#6#19#5#5#0
MEI;Canteros;flamengo;10.12;2.50;flamengo;internacional;16#106#4#0#8#12#2#5#0
MEI;Valdivia;internacional;10.07;3.60;flamengo;internacional;33#61#1#0#15#10#5#6#0
MEI;Renato;santos;10.00;-0.60;santos;goiás;14#36#0#0#1#3#0#0#0
ATA;Malcom;corinthians;9.91;8.10;atlético-pr;corinthians;45#66#2#2#14#10#4#4#0
MEI;Patrick;goiás;9.87;-4.30;santos;goiás;32#41#0#0#1#6#0#0#0
TEC;Cristóvão Borges;atlético-pr;9.75;2.11;atlético-pr;corinthians;-#-#-#-#-#-#-#-#-
LAT;Dener Assunção;chapecoense;9.69;-3.80;grêmio;chapecoense;33#123#1#1#2#7#0#2#0
GOL;Wilson;coritiba;9.63;0.00;ponte preta;coritiba;
LAT;Fabrício;cruzeiro;9.48;13.70;cruzeiro;fluminense;20#60#0#0#5#2#1#2#0
TEC;Doriva;sãopaulo;9.33;0.25;são paulo;vasco;-#-#-#-#-#-#-#-#-
ZAG;Ernando;internacional;9.28;0.70;flamengo;internacional;8#22#0#1#3#3#2#1#0
TEC;Ney Franco;coritiba;9.08;3.25;ponte preta;coritiba;-#-#-#-#-#-#-#-#-
ATA;Zé Eduardo;goiás;9.00;-0.10;santos;goiás;20#25#0#1#9#12#2#9#0
ZAG;Guti;joinville;8.93;-1.90;joinville;figueirense;12#39#0#0#1#3#1#0#0
ZAG;Werley;santos;8.85;2.80;santos;goiás;9#46#0#1#0#2#1#0#0
LAT;Eduardo;atlético-pr;8.83;0.00;atlético-pr;corinthians;25#122#1#0#2#8#0#1#0
TEC;Jorginho;vasco;8.83;1.83;são paulo;vasco;-#-#-#-#-#-#-#-#-
MEI;Douglas;grêmio;8.73;4.90;grêmio;chapecoense;18#136#4#0#6#21#4#0#2
ZAG;Renato Chaves;pontepreta;8.69;6.40;ponte preta;coritiba;12#48#1#0#4#7#1#2#0
LAT;Bruno;sãopaulo;8.66;3.60;são paulo;vasco;15#60#1#0#0#2#0#1#0
ZAG;Felipe;corinthians;8.58;0.00;atlético-pr;corinthians;10#32#1#0#4#7#1#1#0
TEC;Argel Fucks;internacional;8.49;1.46;flamengo;internacional;-#-#-#-#-#-#-#-#-
MEI;Leandro Donizete;atlético-mg;8.41;-2.60;sport;atlético-mg;28#67#1#0#2#3#0#0#0
ZAG;Samir;flamengo;8.27;-0.50;flamengo;internacional;23#18#0#0#0#9#0#0#0
MEI;Juninho;figueirense;8.26;1.90;joinville;figueirense;4#10#0#0#1#0#0#0#0
MEI;Anselmo;joinville;8.24;0.80;joinville;figueirense;20#66#1#0#3#9#0#0#0
MEI;Marquinhos Gabriel;santos;8.23;0.30;santos;goiás;28#49#2#0#3#10#3#6#0
MEI;Giovanni Augusto;atlético-mg;8.07;1.10;sport;atlético-mg;
MEI;Julio Dos Santos;vasco;8.05;-0.30;são paulo;vasco;22#67#0#0#3#3#0#0#0
LAT;Carlinhos;coritiba;8.01;3.70;ponte preta;coritiba;30#42#0#0#1#3#0#1#0
LAT;Renê;sport;7.81;0.00;sport;atlético-mg;30#127#3#0#3#3#1#0#0
LAT;Samuel Xavier;sport;7.77;5.00;sport;atlético-mg;25#74#1#0#0#3#1#0#0
ATA;Rogério;sãopaulo;7.76;0.20;são paulo;vasco;17#22#0#0#5#6#3#5#0
MEI;Nilton;internacional;7.69;1.50;flamengo;internacional;15#56#1#0#4#13#2#2#0
LAT;Leandro Silva;figueirense;7.64;6.40;joinville;figueirense;18#80#1#0#1#5#1#0#0
ZAG;Pedro Geromel;grêmio;7.63;2.60;grêmio;chapecoense;15#41#0#1#0#5#0#4#0
MEI;Marlone;sport;7.56;4.50;sport;atlético-mg;33#74#5#0#12#16#2#3#0
GOL;Agenor;joinville;7.51;11.20;joinville;figueirense;5#16#0#0#0#0#0#0#0
LAT;Douglas Santos;atlético-mg;7.49;3.30;sport;atlético-mg;12#67#2#0#2#9#0#2#0
MEI;David;goiás;7.48;-0.60;santos;goiás;8#61#2#0#1#3#0#0#0
MEI;Thiago Mendes;sãopaulo;7.45;0.40;são paulo;vasco;40#69#2#0#4#8#0#4#0
MEI;Andrezinho;vasco;7.24;1.30;são paulo;vasco;27#19#3#0#1#2#1#1#0
MEI;Márcio Araújo;flamengo;7.21;1.50;flamengo;internacional;37#51#0#0#0#7#0#0#0
MEI;Rafael Carioca;atlético-mg;7.20;2.90;sport;atlético-mg;38#60#1#0#2#6#0#0#0
MEI;Alan Patrick;flamengo;7.12;0.10;flamengo;internacional;27#73#4#0#9#13#5#1#1
MEI;Rodrigo Dourado;internacional;6.99;0.40;flamengo;internacional;18#38#2#0#1#6#1#2#0
MEI;Thiago Santos;palmeiras;6.92;4.90;avaí;palmeiras;7#17#0#0#2#1#0#0#0
TEC;Hudson Coutinho;figueirense;6.92;6.09;joinville;figueirense;
MEI;Renan;avaí;6.83;2.60;avaí;palmeiras;21#26#0#0#0#1#1#0#0
LAT;Chiquinho;santos;6.77;0.90;santos;goiás;8#16#0#0#0#0#0#0#0
ZAG;Fred;goiás;6.74;0.10;santos;goiás;9#36#0#2#5#10#3#1#0
ATA;Kempes;joinville;6.68;11.80;joinville;figueirense;17#42#1#0#11#14#5#10#0
ATA;Bobô;grêmio;6.56;3.10;grêmio;chapecoense;9#13#2#0#4#6#2#5#0
MEI;Ariel Cabral;cruzeiro;6.55;4.50;cruzeiro;fluminense;10#15#0#0#1#4#0#0#0
MEI;Allione;palmeiras;6.48;0.80;avaí;palmeiras;3#7#0#0#1#0#0#0#0
MEI;Adriano;avaí;6.46;5.40;avaí;palmeiras;3#15#0#0#0#0#0#0#0
ATA;Felipe Azevedo;pontepreta;6.45;-1.60;ponte preta;coritiba;41#101#2#2#15#17#4#1#0
LAT;Guilherme Arana;corinthians;6.43;5.40;atlético-pr;corinthians;11#18#0#0#1#2#1#0#0
MEI;Cleber Santana;chapecoense;6.38;2.60;grêmio;chapecoense;15#64#2#0#4#8#1#0#0
TEC;Gilson Kleina;avaí;6.35;0.92;avaí;palmeiras;-#-#-#-#-#-#-#-#-
LAT;William;internacional;6.35;0.00;flamengo;internacional;22#70#1#0#2#1#0#0#0
ZAG;Ferron;pontepreta;6.30;0.00;ponte preta;coritiba;6#10#0#0#2#2#1#1#0
ZAG;Paulão;internacional;6.30;6.50;flamengo;internacional;4#42#1#1#1#1#2#0#0
GOL;Alisson;internacional;6.28;0.00;flamengo;internacional;0#9#0#0#0#0#0#0#0
MEI;Cristian;pontepreta;6.23;1.80;ponte preta;coritiba;7#13#1#0#0#2#0#1#0
MEI;João Vitor;figueirense;6.21;3.90;joinville;figueirense;28#26#0#0#1#5#1#0#0
ZAG;Luiz Eduardo;sãopaulo;6.17;0.00;são paulo;vasco;5#14#0#0#1#1#1#0#0
LAT;Ceará;cruzeiro;6.14;0.00;cruzeiro;fluminense;
LAT;Diogo Barbosa;goiás;6.14;-1.50;santos;goiás;25#75#0#0#2#8#0#2#0
MEI;Gustavo Scarpa;fluminense;5.95;7.90;cruzeiro;fluminense;24#80#2#0#9#5#4#2#0
LAT;Zeca;santos;5.87;2.30;santos;goiás;15#52#3#0#1#1#0#0#0
ZAG;Erazo;grêmio;5.86;0.00;grêmio;chapecoense;6#30#1#0#1#2#1#1#0
ZAG;César Martins;flamengo;5.83;0.90;flamengo;internacional;8#39#1#1#1#4#0#1#0
MEI;Rodrigo Caio;sãopaulo;5.76;1.30;são paulo;vasco;13#37#2#1#3#1#0#2#0
MEI;Elton;pontepreta;5.71;0.90;ponte preta;coritiba;5#38#0#0#5#3#1#1#0
MEI;Hernani;atlético-pr;5.70;0.00;atlético-pr;corinthians;23#96#0#0#4#26#3#1#0
ATA;Leandrão;vasco;5.67;-2.00;são paulo;vasco;6#16#0#1#7#3#1#1#0
MEI;Fabinho;figueirense;5.63;-0.60;joinville;figueirense;21#66#0#0#5#6#1#5#0
MEI;Alan Santos;coritiba;5.55;-0.10;ponte preta;coritiba;6#29#0#0#0#3#0#0#0
LAT;Jorge;flamengo;5.55;0.00;flamengo;internacional;14#27#0#0#1#6#0#1#0
LAT;Sidcley;atlético-pr;5.50;-2.90;atlético-pr;corinthians;21#60#0#0#2#6#1#0#0
MEI;Maicon;grêmio;5.50;0.10;grêmio;chapecoense;10#59#1#0#4#5#1#1#0
LAT;Julio Cesar;vasco;5.48;6.30;são paulo;vasco;15#37#0#0#1#1#1#2#0
ATA;Marcos Junior;fluminense;5.43;7.80;cruzeiro;fluminense;44#40#0#0#7#7#5#6#0
LAT;Pará;flamengo;5.36;0.60;flamengo;internacional;16#66#2#0#1#3#0#4#0
ZAG;Rafael Donato;joinville;5.36;12.20;joinville;figueirense;3#8#0#0#0#3#1#0#0
ATA;Negueba;coritiba;5.28;3.70;ponte preta;coritiba;12#62#3#0#6#9#1#2#0
LAT;Edson Ratinho;joinville;5.27;-3.20;joinville;figueirense;
ATA;Kleber;coritiba;5.26;-0.20;ponte preta;coritiba;20#13#0#0#6#2#1#2#1
ATA;Marion;joinville;5.16;0.00;joinville;figueirense;12#19#0#2#2#5#0#2#0
ATA;Túlio De Melo;chapecoense;4.92;-0.80;grêmio;chapecoense;7#4#1#0#2#1#1#1#0
ZAG;Juninho;coritiba;4.82;2.30;ponte preta;coritiba;7#23#0#0#3#2#0#0#0
ATA;Dudu;figueirense;4.73;9.10;joinville;figueirense;16#31#0#1#4#3#6#7#0
LAT;Nino Paraíba;avaí;4.67;-4.30;avaí;palmeiras;32#124#3#0#3#7#0#5#0
ATA;Allano;cruzeiro;4.65;3.30;cruzeiro;fluminense;31#29#0#0#6#10#0#4#0
ATA;Jorge Henrique;vasco;4.63;0.00;são paulo;vasco;19#19#0#0#2#1#0#4#0
ATA;Ewandro;atlético-pr;4.63;8.20;atlético-pr;corinthians;9#20#0#1#4#7#3#3#0
MEI;Kadu;joinville;4.59;10.70;joinville;figueirense;9#39#0#0#2#4#1#0#0
ZAG;Leandro Almeida;palmeiras;4.57;0.00;avaí;palmeiras;4#29#0#0#3#3#0#2#0
ZAG;Leandro Silva;coritiba;4.35;4.00;ponte preta;coritiba;14#58#1#0#1#6#0#2#0
MEI;Néstor Camacho;avaí;4.30;0.00;avaí;palmeiras;6#18#3#1#4#9#1#4#0
ZAG;Jackson;palmeiras;4.28;0.00;avaí;palmeiras;8#26#0#0#0#6#2#0#0
MEI;Lúcio Flávio;coritiba;4.26;3.40;ponte preta;coritiba;38#81#2#0#12#8#0#0#0
ATA;Gabriel Jesus;palmeiras;4.20;-1.40;avaí;palmeiras;24#39#2#1#7#8#3#7#0
MEI;Yago;figueirense;4.14;6.80;joinville;figueirense;22#46#4#0#4#3#0#0#0
LAT;Gimenez;goiás;4.11;2.00;santos;goiás;15#38#0#0#0#1#0#2#0
ZAG;Walisson Maia;coritiba;4.01;0.60;ponte preta;coritiba;11#19#0#0#1#2#0#0#0
ATA;Ricardo Bueno;joinville;3.97;1.40;joinville;figueirense;
LAT;Diego;joinville;3.96;3.40;joinville;figueirense;20#49#1#0#4#3#0#4#0
MEI;Bruno Mota;atlético-pr;3.95;-1.90;atlético-pr;corinthians;2#19#0#0#2#3#1#0#0
ZAG;Emerson;avaí;3.89;1.10;avaí;palmeiras;11#55#0#0#5#6#2#2#0
ZAG;Thiego;chapecoense;3.87;1.30;grêmio;chapecoense;6#9#0#0#1#6#0#0#0
MEI;João Paulo;coritiba;3.82;3.20;ponte preta;coritiba;19#68#0#0#5#3#0#0#0
ATA;Romulo;avaí;3.58;1.20;avaí;palmeiras;26#24#0#1#9#14#2#2#0
MEI;Lucas Crispim;joinville;3.58;2.00;joinville;figueirense;33#42#1#1#3#3#0#3#0
MEI;Thiago Maia;santos;3.48;3.10;santos;goiás;12#44#0#1#0#6#1#0#0
ZAG;Lucão;sãopaulo;3.26;0.60;são paulo;vasco;4#48#1#0#1#2#0#0#0
LAT;João Pedro;palmeiras;3.17;0.00;avaí;palmeiras;2#14#0#0#0#0#0#0#0
GOL;Vagner;avaí;3.13;0.00;avaí;palmeiras;3#12#0#0#0#0#0#0#0
ZAG;Edcarlos;atlético-mg;2.92;-1.00;sport;atlético-mg;3#11#0#0#1#0#0#1#0
ZAG;Saimon;figueirense;2.92;0.00;joinville;figueirense;2#21#0#0#2#2#0#1#0
GOL;Paulo Victor;flamengo;2.37;-6.30;flamengo;internacional;4#13#0#0#0#0#0#0#0
ZAG;Bruno Alves;figueirense;2.31;5.40;joinville;figueirense;9#26#0#0#1#5#1#1#0
LAT;Matheus;sãopaulo;2.30;-2.10;são paulo;vasco;16#16#1#0#0#0#0#0#0
MEI;Higor Leite;fluminense;1.80;3.00;cruzeiro;fluminense;7#8#0#0#0#0#0#0#0
LAT;Romário;avaí;1.73;0.00;avaí;palmeiras;30#79#0#0#2#1#0#0#0
MEI;Bruno Gallo;vasco;1.70;0.20;são paulo;vasco;6#14#0#0#2#2#0#0#0
GOL;Bruno Grassi;grêmio;1.67;4.70;grêmio;chapecoense;
ZAG;Jéci;avaí;1.49;0.00;avaí;palmeiras;16#39#0#0#5#5#0#4#0
GOL;Silvio;chapecoense;1.00;0.00;grêmio;chapecoense;0#0#0#0#0#0#0#0#0
MEI;Matheus Sales;palmeiras;1.00;0.00;avaí;palmeiras;0#0#0#0#0#0#0#0#0
MEI;Ygor;goiás;0.83;-1.00;santos;goiás;
