POSITION;PLAYER;TEAM;VALUE;SCORE;HOME;AWAY;FS#PE#A#FT#FD#FF#G#I#PP
MEI;Giovanni Augusto;atlético-mg;7.81;0.00;goiás;atlético-mg;17#47#3#1#5#6#2#0#0
ATA;Evandro;coritiba;7.76;9.70;santos;coritiba;
MEI;Márcio Araújo;flamengo;7.63;4.90;ponte preta;flamengo;20#24#0#0#0#5#0#0#0
ATA;Malcom;corinthians;7.60;0.00;são paulo;corinthians;23#27#0#2#8#2#1#0#0
MEI;David;goiás;7.60;-1.70;goiás;atlético-mg;3#13#0#0#0#1#0#0#0
MEI;Renan;avaí;7.60;8.20;avaí;fluminense;20#25#0#0#0#1#1#0#0
LAT;Douglas Santos;atlético-mg;7.60;0.00;goiás;atlético-mg;6#43#2#0#2#6#0#1#0
ATA;Leandro Pereira;palmeiras;7.46;-0.70;cruzeiro;palmeiras;10#10#0#1#3#8#6#5#0
ZAG;Luccas Claro;coritiba;7.40;3.30;santos;coritiba;9#29#0#0#3#1#0#1#0
ZAG;Vilches;atlético-pr;7.36;4.10;atlético-pr;sport;4#6#0#0#0#1#0#0#0
ZAG;Paulo André;cruzeiro;7.35;5.90;cruzeiro;palmeiras;2#17#0#0#2#1#0#0#0
MEI;Régis;sport;7.24;0.40;atlético-pr;sport;5#21#2#0#1#0#1#1#0
MEI;Alan Patrick;flamengo;7.24;9.70;ponte preta;flamengo;9#16#0#0#5#0#2#1#0
MEI;Esquerdinha;coritiba;7.11;5.70;santos;coritiba;20#31#1#0#3#2#0#1#0
ZAG;Bruno Aguiar;joinville;7.04;5.10;vasco;joinville;5#9#0#0#0#1#0#0#0
MEI;Rafael Carioca;atlético-mg;6.95;0.00;goiás;atlético-mg;17#32#1#0#1#5#0#0#0
ZAG;Neto;chapecoense;6.85;5.90;chapecoense;figueirense;6#21#0#0#1#3#1#0#0
MEI;Rafael Bastos;figueirense;6.76;9.30;chapecoense;figueirense;12#21#1#0#3#2#0#1#0
LAT;William;internacional;6.73;5.30;grêmio;internacional;11#30#0#0#1#0#0#0#0
LAT;Leandro Silva;figueirense;6.71;0.00;chapecoense;figueirense;9#47#0#0#0#3#0#0#0
MEI;Andrezinho;vasco;6.66;0.00;vasco;joinville;8#7#0#0#1#0#1#0#0
ATA;Bruno Rangel;chapecoense;6.65;1.40;chapecoense;figueirense;
MEI;Maicon;grêmio;6.57;10.30;grêmio;internacional;6#46#0#0#3#4#1#1#0
MEI;Marcelo Costa;joinville;6.52;1.80;vasco;joinville;10#12#1#0#0#5#0#2#0
MEI;Josimar;pontepreta;6.41;-3.90;ponte preta;flamengo;11#39#1#0#2#4#0#0#0
ATA;Marcão;figueirense;6.41;1.10;chapecoense;figueirense;14#15#0#0#5#7#0#10#0
LAT;Diogo Barbosa;goiás;6.40;7.40;goiás;atlético-mg;14#26#0#0#0#6#0#1#0
ZAG;Leandro Almeida;palmeiras;6.40;0.80;cruzeiro;palmeiras;4#22#0#0#1#2#0#2#0
ZAG;Henrique;fluminense;6.40;5.70;avaí;fluminense;2#7#1#0#0#1#0#0#0
ATA;Alisson;cruzeiro;6.36;0.50;cruzeiro;palmeiras;3#6#1#0#3#2#0#2#0
ATA;Dagoberto;vasco;6.30;0.00;vasco;joinville;14#15#1#0#3#0#0#2#0
ZAG;Anderson Salles;vasco;6.29;0.00;vasco;joinville;6#18#0#1#1#2#0#0#0
MEI;Murilo Henrique;goiás;6.26;3.00;goiás;atlético-mg;3#12#0#0#2#4#0#1#0
LAT;Arnaldo;joinville;6.19;8.00;vasco;joinville;1#7#0#0#0#0#0#0#0
ZAG;Pedro Geromel;grêmio;6.17;1.00;grêmio;internacional;12#24#0#0#0#2#0#3#0
ZAG;César Martins;flamengo;6.11;3.10;ponte preta;flamengo;0#2#0#0#0#0#0#0#0
ATA;Felipe Azevedo;pontepreta;6.09;1.00;ponte preta;flamengo;26#56#0#1#5#11#2#1#0
ATA;Marcos Junior;fluminense;5.82;8.90;avaí;fluminense;25#22#0#0#7#4#3#4#0
MEI;Bruno Henrique;corinthians;5.82;0.00;são paulo;corinthians;11#41#0#1#5#7#0#2#0
MEI;Rodrigo Dourado;internacional;5.79;1.80;grêmio;internacional;6#15#1#0#0#3#0#1#0
MEI;Pierre;fluminense;5.74;0.00;avaí;fluminense;5#5#0#0#0#1#0#0#0
LAT;Pará;flamengo;5.70;1.80;ponte preta;flamengo;
TEC;Gilson Kleina;avaí;5.70;2.24;avaí;fluminense;-#-#-#-#-#-#-#-#-
MEI;Rodrigo Caio;sãopaulo;5.61;0.00;são paulo;corinthians;7#22#1#1#0#1#0#2#0
LAT;Sidcley;atlético-pr;5.59;2.30;atlético-pr;sport;2#12#0#0#1#2#1#0#0
ATA;Marion;joinville;5.55;0.70;vasco;joinville;9#15#0#2#2#4#0#1#0
MEI;Fabinho;figueirense;5.53;1.40;chapecoense;figueirense;10#27#0#0#1#4#1#2#0
MEI;Marlone;sport;5.47;-0.10;atlético-pr;sport;13#25#1#0#6#7#1#2#0
ATA;Roberto;avaí;5.41;0.80;avaí;fluminense;13#20#1#1#2#4#1#1#0
ATA;Tiago Luis;chapecoense;5.37;0.30;chapecoense;figueirense;4#26#0#0#4#4#0#2#0
MEI;Hernani;atlético-pr;5.05;1.90;atlético-pr;sport;8#52#0#0#4#14#2#1#0
LAT;Nino Paraíba;avaí;5.01;2.70;avaí;fluminense;17#57#1#0#1#2#0#2#0
MEI;Arouca;palmeiras;4.99;3.90;cruzeiro;palmeiras;11#21#1#0#1#1#0#0#0
MEI;Liniker;goiás;4.99;8.50;goiás;atlético-mg;18#14#1#1#6#2#1#1#0
ATA;William Popp;joinville;4.96;3.10;vasco;joinville;12#31#1#0#3#7#0#1#0
ATA;Pedro Rocha;grêmio;4.81;1.70;grêmio;internacional;15#31#1#1#6#12#4#12#0
ATA;Kempes;joinville;4.80;0.50;vasco;joinville;8#24#0#0#4#9#4#6#0
GOL;Agenor;joinville;4.70;8.00;vasco;joinville;1#9#0#0#0#0#0#0#0
LAT;Jorge;flamengo;4.68;4.00;ponte preta;flamengo;6#14#0#0#0#4#0#1#0
LAT;Breno Lopes;fluminense;4.62;6.30;avaí;fluminense;5#10#1#0#0#1#0#0#0
LAT;Fabiano;cruzeiro;4.60;0.00;cruzeiro;palmeiras;1#4#0#0#0#0#0#0#0
MEI;Bruno Mota;atlético-pr;4.47;1.30;atlético-pr;sport;
ZAG;Victor Ramos;palmeiras;4.46;2.40;cruzeiro;palmeiras;8#34#0#1#1#2#2#1#0
MEI;Edinho;grêmio;4.46;3.40;grêmio;internacional;3#7#1#0#0#1#0#0#0
LAT;Auro;sãopaulo;4.43;0.00;são paulo;corinthians;1#2#0#0#0#0#0#0#0
MEI;Ruy;coritiba;4.32;-3.80;santos;coritiba;15#40#1#0#5#3#1#0#0
ZAG;Fred;goiás;4.32;-1.80;goiás;atlético-mg;6#9#0#0#3#5#1#1#0
LAT;Reinaldo;sãopaulo;4.13;0.00;são paulo;corinthians;6#24#0#0#0#1#0#0#0
MEI;Lúcio Flávio;coritiba;4.06;5.20;santos;coritiba;17#38#0#0#5#4#0#0#0
ZAG;Erazo;grêmio;4.03;5.10;grêmio;internacional;3#9#0#0#1#2#0#0#0
ZAG;Vilson;chapecoense;3.95;6.10;chapecoense;figueirense;5#21#0#0#0#0#0#0#0
LAT;Juan;coritiba;3.94;-0.30;santos;coritiba;0#1#0#0#0#0#0#0#0
MEI;Hyoran;chapecoense;3.93;0.30;chapecoense;figueirense;7#34#0#0#5#5#0#0#0
MEI;João Paulo;coritiba;3.90;3.90;santos;coritiba;5#38#0#0#1#1#0#0#0
GOL;Tiago;grêmio;3.79;1.20;grêmio;internacional;1#7#0#0#0#0#0#0#0
ZAG;Lucão;sãopaulo;3.74;0.00;são paulo;corinthians;2#21#1#0#1#0#0#0#0
MEI;Cárdenas;atlético-mg;3.73;0.00;goiás;atlético-mg;2#7#0#0#0#1#0#1#0
LAT;Geferson;internacional;3.52;0.00;grêmio;internacional;6#13#0#0#1#1#0#0#0
LAT;Zeca;santos;3.50;-0.50;santos;coritiba;4#14#1#0#0#1#0#0#0
MEI;Eduardo Neto;avaí;3.36;-0.80;avaí;fluminense;11#31#1#0#4#4#0#0#0
GOL;Vagner;avaí;3.34;-1.00;avaí;fluminense;1#10#0#0#0#0#0#0#0
LAT;Diego;joinville;3.27;5.10;vasco;joinville;
MEI;Hudson;sãopaulo;3.11;0.00;são paulo;corinthians;2#23#1#0#3#1#0#0#0
LAT;Romário;avaí;3.00;0.00;avaí;fluminense;12#46#0#0#2#0#0#0#0
ZAG;Emerson;avaí;2.93;-0.80;avaí;fluminense;6#30#0#0#2#5#1#0#0
ZAG;Leandro Silva;coritiba;2.84;0.40;santos;coritiba;10#13#0#0#1#3#0#0#0
GOL;Paulo Victor;flamengo;2.84;-1.00;ponte preta;flamengo;3#4#0#0#0#0#0#0#0
ATA;Vinícius Araújo;cruzeiro;2.72;0.90;cruzeiro;palmeiras;3#2#0#0#1#1#0#1#0
ZAG;Saimon;figueirense;2.68;-1.00;chapecoense;figueirense;0#9#0#0#0#1#0#0#0
ATA;Romulo;avaí;2.66;0.50;avaí;fluminense;9#11#0#0#5#6#2#1#0
LAT;Marcelo Hermes;grêmio;2.48;-1.30;grêmio;internacional;4#13#0#0#1#0#0#0#0
ZAG;Paulo Ricardo;santos;1.90;-0.60;santos;coritiba;3#13#0#0#0#2#0#0#0
LAT;Gimenez;goiás;1.71;3.50;goiás;atlético-mg;1#5#0#0#0#1#0#0#0
ZAG;Jéci;avaí;1.65;-2.70;avaí;fluminense;13#32#0#0#4#3#0#1#0
ZAG;Bruno Alves;figueirense;1.31;0.00;chapecoense;figueirense;2#8#0#0#0#0#0#0#0
ZAG;Gustavo Henrique;santos;0.82;1.50;santos;coritiba;
